symbol,GICSSector,GICSIndustryGroup,GICSIndustry
AR1,Unknown,Unknown,Unknown
AUG,Unknown,Unknown,Unknown
AUK,Unknown,Unknown,Unknown
AVI,Unknown,Unknown,Unknown
AWQ,Unknown,Unknown,Unknown
AYA,Unknown,Unknown,Unknown
BML,Unknown,Unknown,Unknown
BPS,Unknown,Unknown,Unknown
BRBCA,Unknown,Unknown,Unknown
CBQ,Unknown,Unknown,Unknown
CEO,Unknown,Unknown,Unknown
CINPA,Unknown,Unknown,Unknown
CJC,Unknown,Unknown,Unknown
CMT,Unknown,Unknown,Unknown
CNQ,Unknown,Unknown,Unknown
CR8,Unknown,Unknown,Unknown
CTN,Unknown,Unknown,Unknown
CTR,Unknown,Unknown,Unknown
CYU,Unknown,Unknown,Unknown
CYY,Unknown,Unknown,Unknown
DKO,Unknown,Unknown,Unknown
DM1,Unknown,Unknown,Unknown
DTX,Unknown,Unknown,Unknown
EMC,Unknown,Unknown,Unknown
EMX,Unknown,Unknown,Unknown
ENZ,Unknown,Unknown,Unknown
EPT,Unknown,Unknown,Unknown
EQU,Unknown,Unknown,Unknown
EUM,Unknown,Unknown,Unknown
EYM,Unknown,Unknown,Unknown
GBX,Unknown,Unknown,Unknown
GGH,Unknown,Unknown,Unknown
GLF,Unknown,Unknown,Unknown
GMPPA,Unknown,Unknown,Unknown
GRA,Unknown,Unknown,Unknown
HHL,Unknown,Unknown,Unknown
HHV,Unknown,Unknown,Unknown
HUA,Unknown,Unknown,Unknown
ILF,Unknown,Unknown,Unknown
INL,Unknown,Unknown,Unknown
IOG,Unknown,Unknown,Unknown
ISH,Unknown,Unknown,Unknown
KBU,Unknown,Unknown,Unknown
KII,Unknown,Unknown,Unknown
KSM,Unknown,Unknown,Unknown
LCR,Unknown,Unknown,Unknown
LSN,Unknown,Unknown,Unknown
MAUCA,Unknown,Unknown,Unknown
MGE,Unknown,Unknown,Unknown
MHG,Unknown,Unknown,Unknown
MNE,Unknown,Unknown,Unknown
MNM,Unknown,Unknown,Unknown
MOT,Unknown,Unknown,Unknown
MPE,Unknown,Unknown,Unknown
MXUPA,Unknown,Unknown,Unknown
NMG,Unknown,Unknown,Unknown
NRT,Unknown,Unknown,Unknown
NWSLV,Unknown,Unknown,Unknown
NWZ,Unknown,Unknown,Unknown
OBL,Unknown,Unknown,Unknown
OVR,Unknown,Unknown,Unknown
PLH,Unknown,Unknown,Unknown
POP,Unknown,Unknown,Unknown
QNL,Unknown,Unknown,Unknown
QUR,Unknown,Unknown,Unknown
RER,Unknown,Unknown,Unknown
RHCPA,Unknown,Unknown,Unknown
RIR,Unknown,Unknown,Unknown
RMR,Unknown,Unknown,Unknown
RNI,Unknown,Unknown,Unknown
SEG,Unknown,Unknown,Unknown
SSLPA,Unknown,Unknown,Unknown
SUNPC,Unknown,Unknown,Unknown
SVWPA,Unknown,Unknown,Unknown
TND,Unknown,Unknown,Unknown
TRH,Unknown,Unknown,Unknown
TSV,Unknown,Unknown,Unknown
TTE,Unknown,Unknown,Unknown
TUP,Unknown,Unknown,Unknown
UEQ,Unknown,Unknown,Unknown
URI,Unknown,Unknown,Unknown
USF,Unknown,Unknown,Unknown
USG,Unknown,Unknown,Unknown
USP,Unknown,Unknown,Unknown
VAE,Unknown,Unknown,Unknown
VCF,Unknown,Unknown,Unknown
VELCP,Unknown,Unknown,Unknown
VELIN,Unknown,Unknown,Unknown
VELPA,Unknown,Unknown,Unknown
VIF,Unknown,Unknown,Unknown
VSC,Unknown,Unknown,Unknown
VXL,Unknown,Unknown,Unknown
WBAPA,Unknown,Unknown,Unknown
WCP,Unknown,Unknown,Unknown
WDC,Unknown,Unknown,Unknown
WHFPA,Unknown,Unknown,Unknown
WMN,Unknown,Unknown,Unknown
WRG,Unknown,Unknown,Unknown
WSG,Unknown,Unknown,Unknown
YHL,Unknown,Unknown,Unknown
YNB,Unknown,Unknown,Unknown
ZML,Unknown,Unknown,Unknown
AST,Utilities,Utilities,Electric Utilities
CEN,Utilities,Utilities,Electric Utilities
EPW,Utilities,Utilities,Electric Utilities
GNE,Utilities,Utilities,Electric Utilities
IFT,Utilities,Utilities,Electric Utilities
LPE,Utilities,Utilities,Electric Utilities
MCY,Utilities,Utilities,Electric Utilities
SKI,Utilities,Utilities,Electric Utilities
APA,Utilities,Utilities,Gas Utilities
TML,Utilities,Utilities,Gas Utilities
CCE,Utilities,Utilities,Independent Power and Renewable Electricity Producers
ENB,Utilities,Utilities,Independent Power and Renewable Electricity Producers
EWC,Utilities,Utilities,Independent Power and Renewable Electricity Producers
EVM,Utilities,Utilities,Independent Power and Renewable Electricity Producers
GNX,Utilities,Utilities,Independent Power and Renewable Electricity Producers
GOE,Utilities,Utilities,Independent Power and Renewable Electricity Producers
IFN,Utilities,Utilities,Independent Power and Renewable Electricity Producers
KPO,Utilities,Utilities,Independent Power and Renewable Electricity Producers
MEZ,Utilities,Utilities,Independent Power and Renewable Electricity Producers
NEW,Utilities,Utilities,Independent Power and Renewable Electricity Producers
PEA,Utilities,Utilities,Independent Power and Renewable Electricity Producers
PTR,Utilities,Utilities,Independent Power and Renewable Electricity Producers
RNE,Utilities,Utilities,Independent Power and Renewable Electricity Producers
TLT,Utilities,Utilities,Independent Power and Renewable Electricity Producers
VPR,Utilities,Utilities,Independent Power and Renewable Electricity Producers
WND,Utilities,Utilities,Independent Power and Renewable Electricity Producers
ZEN,Utilities,Utilities,Independent Power and Renewable Electricity Producers
AGL,Utilities,Utilities,Multi-Utilities
DUE,Utilities,Utilities,Multi-Utilities
DEM,Utilities,Utilities,Water Utilities
D2O,Utilities,Utilities,Water Utilities
PO3,Utilities,Utilities,Water Utilities
