"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio"
"SLR",0.65,,,,0.005,0.00769,"2017-02-03",0.65,0.665,0.655,0.795,0.225,329930000,,"ASX",2457841,0.009,0.04,0.372,52790000,1.563,1.747,72.778,-0.15,16.375,5.955,"0.000"
"SLX",0.66,,,,-0.07,-0.1061,"2017-02-03",0.58,0.73,0.59,0.73,0.26,100580000,,"ASX",410904,-0.02,-0.01,0.31,-4540000,36.57,2.1,,0,,,"0.00"
"SMA",0.012,,,,0.001,0.08333,"2017-02-03",0.012,0.013,0.013,0.057,0.011,28810000,,"ASX",1446802,-0.001,0,0.002,-2430000,2.283,6,,0,,,"0.000"
"SMI",0.04,,,,-0.002,-0.05,"2017-02-03",0.038,0.04,0.038,0.078,0.006,9890000,,"ASX",305124,-0.014,,0.03,-1410000,,1.333,,0,,,"0.000"
"SMM",0.23,,,,0.03,0.1304,"2017-02-03",0.25,0.26,0.26,0.26,0.08,56680000,,"ASX",10529,-0.01,,0.22,"0.00",783.37,1.04,,0,,,"0.00"
"SMN",1.54,,,,0.055,0.03571,"2017-02-03",1.545,1.62,1.595,2.99,1.2,162390000,,"ASX",93293,-0.027,,0.032,"0.00",1291.543,48.125,,0,,,"0.000"
"SMP",0.19,,,,0.005,0.02632,"2017-02-03",0.19,0.195,0.195,0.215,0.1,33490000.000000004,,"ASX",180000,0.002,,0.05,5240000,2.121,3.8,97.5,0,,,"0.000"
"SMR",0.495,,,,0,0,"2017-02-03",0.495,0.495,0.495,0.84,0.125,110140000,,"ASX",26767,-0.089,-0.04,0.176,-22700000,8.672,2.812,,0,,,"0.000"
"SMX",1.38,,,"10/13/2016",-0.015,-0.01087,"2017-02-03",1.365,1.4,1.365,2.61,1.1,93550000,,"ASX",22664,0.14,0.09,1.888,16489999.999999998,0.288,0.731,9.75,-2.62,15.167,12.409,"0.000"
"SNC",0.98,,,"10/21/2016",0.04,0.0408,"2017-02-03",1,1.02,1.02,1.02,0.79,45150000,,"ASX",634641,0.05,,0.94,"0.00",9.32,1.04,19.25,0,,,"0.00"
"SND",0.55,,,"3/8/2016",0.03,0.0545,"2017-02-03",0.56,0.58,0.58,0.64,0.5,45660000,,"ASX",18695,0.04,0.08,0.22,4300000,1.04,2.5,16.11,0,,,"0.00"
"SO4",0.56,,,,0.005,0.00893,"2017-02-03",0.565,0.585,0.565,0.69,0.19,75610000,,"ASX",75060,-0.041,-0.05,0.07,-4410000,,8,,0,,,"0.000"
"SOL",15.52,,,"4/20/2016",-0.03,-0.0019,"2017-02-03",15.46,15.61,15.49,17.97,14.35,3710000000,,"ASX",88380,0.62,0.78,12.7,247020000,4.88,1.22,24.82,3.88,19.86,14.48,"0.00"
"SOM",3.27,,,,0.06,0.0183,"2017-02-03",3.25,3.33,3.33,4.08,2.42,189520000,,"ASX",23679,0,-0.02,0.58,1040000,4.22,5.6,1110,-0.38,,55.5,"0.00"
"SOR",0.102,,,,0.003,0.02941,"2017-02-03",0.105,0.105,0.105,0.215,0.084,25490000,,"ASX",100000,-0.009,,0.03,-1540000,,3.4,,0,,,"0.000"
"SP1",0.025,,,,0.001,0.04,"2017-02-03",0.025,0.027,0.026,0.195,0.025,"28236.00",,"ASX",1623267,-6.742,,0.688,-6060000,0.228,0.036,,0,,,"0.000"
"SPK",3.37,,,"9/22/2016",0.04,0.011899999999999999,"2017-02-03",3.39,3.42,3.41,3.84,2.95,6240000000,,"ASX",563738,0.15,0.21,0.67,603410000,2.43,5.04,23.2,3.78,16.24,15.5,"0.00"
"SPL",0.73,,,"3/25/1988",0.02,0.0274,"2017-02-03",0.73,0.75,0.75,0.88,0.54,275330000,,"ASX",336225,-0.07,-0.02,0.14,-21740000,57.84,5.41,,0,,75,"0.00"
"SPO",0.945,,,"3/17/2016",-0.02,-0.02116,"2017-02-03",0.92,0.95,0.925,1.325,0.892,1020000000,,"ASX",4773981,0.11,0.1,0.753,294900000,0.327,1.255,8.409,2.1,9.25,8.409,"0.000"
"SPQ",0.009,,,,0,0,"2017-02-03",0.009,0.009,0.009,0.018,0.003,2250000,,"ASX",1369152,-0.01,,0.01,"-390643.00",,0.9,,0,,,"0.000"
"SPY",297.86,,,,0.35,0.0012,"2017-02-03",298.21,298.21,298.21,314.43,257.33,,,"ASX",50,27.45,,0,,,,,0,,,
"SPZ",0.31,,,,0,0.016399999999999998,"2017-02-03",0.31,0.31,0.31,0.34,0.19,90020000,,"ASX",42460,0,0.01,0.04,1020000,2.78,6.93,,0,31,15.5,"0.00"
"SRF",0.17,,,,0,-0.0286,"2017-02-03",0.17,0.18,0.17,1.84,0.1,47020000,,"ASX",99663,-0.6,-0.03,0.18,-61290000,0.2,0.99,,0,,,"0.00"
"SRG",1.47,,,"9/15/2016",-0.02,-0.013600000000000001,"2017-02-03",1.45,1.48,1.45,1.88,0.69,91290000,,"ASX",46695,0.1,0.16,1.28,15040000,0.52,1.14,14.8,0,9.06,10.36,"0.00"
"SRI",0.018,,,,0,0,"2017-02-03",0.018,0.018,0.018,0.033,0.014,12690000,,"ASX",234656,-0.007,,0.003,-4580000,152.941,6,,0,,,"0.000"
"SRO",0.008,,,,0,0,"2017-02-03",0.008,0.009,0.008,0.045,0.008,2490000,,"ASX",148945,-0.027,,0.007,-3720000,6.905,1.143,,0,,,"0.000"
"SRS",0.025,,,"9/15/2008",-0.001,-0.04,"2017-02-03",0.024,0.025,0.024,0.038,0.023,15960000,,"ASX",144951,0.008,,-0.173,7630000,0.042,,3,0,,,"0.000"
"SRV",6.34,,,"9/6/2016",-0.04,-0.0063,"2017-02-03",6.16,6.34,6.3,8.3,6.16,620120000,,"ASX",111832,0.4,0.43,2.65,65560000,1.94,2.39,15.59,2.93,14.65,12.35,"0.00"
"SRX",14.29,2.77,0.31,"9/27/2016",0.37,0.0259,"2017-02-03",14.4,14.7,14.66,39.19,12.2,845020000,,"ASX",543171,0.92,0.84,3.38,71030000,3.54,4.23,15.9,2.82,17.45,13.83,"0.00"
"SRY",0.047,,,,0.002,0.04255,"2017-02-03",0.049,0.049,0.049,0.081,0.032,7330000,,"ASX",503656,0.01,0.01,0.054,2190000,0.263,0.87,4.9,0,4.9,4.9,"0.000"
"SRZ",0.037,,,,-0.002,-0.05405,"2017-02-03",0.035,0.037,0.035,0.055,0.012,10510000,,"ASX",145590,0,0,0.058,"72956.00",204.74,0.638,,0,,,"0.000"
"SSG",0.75,,,,-0.05,-0.0667,"2017-02-03",0.7,0.73,0.7,1.23,0.69,87560000,,"ASX",914247,0.05,0.07,0.42,11940000,0.88,1.8,15.22,0,10,8.75,"0.00"
"SSM",1.16,,,"9/14/2016",0.02,0.0172,"2017-02-03",1.16,1.2,1.18,1.28,0.48,424340000,,"ASX",398658,0.05,0.07,0.51,32110000,0.95,2.25,23.14,0,16.86,14.75,"0.00"
"SSN",0.005,,,,-0.001,-0.2,"2017-02-03",0.004,0.004,0.004,0.008,0.003,12860000,,"ASX",659219,-0.004,0,0.001,-1420000,1.553,5,,0,,,"0.000"
"ST1",0.033,,,,0.001,0.030299999999999997,"2017-02-03",0.033,0.034,0.034,0.039,0.018,28430000,,"ASX",522883,-0.004,,0.004,"12876.00",3.12,8.25,,0,,,"0.000"
"STL",0.037,,,,-0.001,-0.02703,"2017-02-03",0.036,0.037,0.036,0.046,0.028,21130000,,"ASX",859226,-0.004,,0.025,-2320000,5.934,1.48,,0,,,"0.000"
"STO",3.95,0,0,"2/24/2016",0,0,"2017-02-03",3.93,3.97,3.95,5.07,2.69,7010000000,,"ASX",11418223,-2.04,0.02,3.59,-658220000,2.99,1.1,,6.72,197.5,28.21,"0.00"
"STW",52.73,,,,-0.25,-0.004699999999999999,"2017-02-03",52.45,52.9,52.48,52.9,43.89,,,"ASX",101418,-1.99,,0,,,,,0,,,
"STX",0.09,,,,0,0.0345,"2017-02-03",0.09,0.09,0.09,0.14,0.07,81030000,,"ASX",1154855,0,0,0.05,6190000,52.5,1.89,18,0,,9,"0.00"
"SUH",0.04,,,,0,0,"2017-02-03",0.04,0.04,0.04,0.04,0,2600000,,"ASX",25000,-0.72,,0.01,"-667909.00",,5,,0,,,"0.00"
"SUL",9.65,,,"9/5/2016",-0.08,-0.0083,"2017-02-03",9.56,9.72,9.57,11.19,7.98,1890000000,,"ASX",274653,0.32,0.66,3.73,179300000,0.79,2.59,30.28,1,14.5,12.76,"0.00"
"SUM",0.021,,,,0.001,0.047619999999999996,"2017-02-03",0.022,0.022,0.022,0.073,0.02,15640000,,"ASX",241146,-0.077,0.8,-0.016,-3360000,1.035,,,0,,,"0.000"
"SUN",13.2,,,"8/12/2016",-0.06,-0.0045000000000000005,"2017-02-03",13.12,13.29,13.14,13.95,10.11,16710000000,,"ASX",2521000,0.8,0.96,10.67,3240000000,1.1,1.24,16.47,2.57,13.83,13.27,"0.00"
"SUNPC",103.01,,,,-0.01,-0.0001,"2017-02-03",102.9,103.25,103,105.1,99.73,,,"ASX",11160,0.8,,0,,,,,0,,,
"SVL",0.17,,,,-0.01,-0.0588,"2017-02-03",0.16,0.17,0.16,0.31,0.1,54480000,,"ASX",1862850,-0.12,,0.13,-4920000,,1.35,,0,,,"0.00"
"SVW",7.53,,,"9/14/2016",0.2,0.026600000000000002,"2017-02-03",7.47,7.89,7.73,9.34,4.03,2170000000,,"ASX",496424,0.6,0.55,7.93,344200000,0.7,0.95,12.88,-4.53,14.05,13.56,"0.00"
"SVWPA",72.85,,,,0,0,"2017-02-03",72.24,72.85,72.85,75,50,,,"ASX",1653,0.6,,0,,,,,0,,,
"SW1",0.22,,,,0,-0.0222,"2017-02-03",0.22,0.22,0.22,0.28,0.14,17780000,,"ASX",291637,-0.22,,0.07,-1710000,10.52,3.41,,0,,,"0.00"
"SWJ",0.016,,,,-0.001,-0.0625,"2017-02-03",0.015,0.016,0.015,0.019,0.008,28180000,,"ASX",2829396,-0.004,,0.002,-3510000,,8,,0,,,"0.000"
"SWK",0.325,,,"3/6/2015",-0.01,-0.03077,"2017-02-03",0.315,0.315,0.315,0.33,0.11,67870000,,"ASX",49229,-0.012,0.01,0.407,14460000,0.563,0.799,,0,,,"0.000"
"SWL",0.89,,,"3/17/2016",0,-0.005600000000000001,"2017-02-03",0.89,0.9,0.89,0.93,0.61,78300000,,"ASX",71010,0.01,0.09,0.73,5960000,0.22,1.23,63.57,2.69,9.89,7.42,"0.00"
"SWM",0.825,15.19,0.09,"3/17/2016",-0.02,-0.024239999999999998,"2017-02-03",0.8,0.832,0.805,1.225,0.665,1210000000,,"ASX",2578896,0.122,0.1,0.831,365170000,0.721,0.993,6.598,-1.27,8.05,8.05,"0.000"
"SXE",0.55,,,"9/16/2016",0,0,"2017-02-03",0.55,0.55,0.55,0.65,0.34,87680000,,"ASX",1200,0.03,0.02,0.55,12230000,0.42,1,17.74,0,,,"0.00"
"SXL",1.465,0,0,"9/1/2016",-0.07,-0.047779999999999996,"2017-02-03",1.39,1.475,1.395,1.69,1.01,1070000000.0000001,,"ASX",3249114,0.101,0.12,1.275,167440000,1.753,1.149,13.812,1.99,11.625,11.625,"0.000"
"SXY",0.3,,,,0.015,0.05,"2017-02-03",0.307,0.32,0.315,0.337,0.135,363100000,,"ASX",5833128,-0.029,0,0.321,24950000,4.991,0.935,,0,,31.5,"0.000"
"SYA",0.031,,,,0,0,"2017-02-03",0.029,0.031,0.031,0.072,0.012,16660000,,"ASX",2803778,-0.005,,0.002,-2470000,389.466,15.5,,0,,,"0.000"
"SYD",5.87,,,"6/29/2016",0.02,0.0034000000000000002,"2017-02-03",5.86,5.93,5.89,7.62,5.82,13130000000,,"ASX",4597427,0.14,0.15,0.5,1050000000,10.1,11.76,42.68,3.64,39.27,34.65,"0.00"
"SYR",3.14,,,,0.08,0.0255,"2017-02-03",3.16,3.29,3.22,6.72,2.62,849300000,,"ASX",1540506,-0.03,-0.05,1.62,-15620000,1030.1,1.94,,0,,,"0.00"
"SYT",0.03,,,,0,0,"2017-02-03",0.03,0.03,0.03,0.06,0.01,,,"ASX",2029665,,,0,"0.00",,,,0,,,"0.00"
"TAH",4.5,7.32,0.26,"8/10/2016",0.04,0.0089,"2017-02-03",4.41,4.55,4.54,5.3,3.87,3770000000,,"ASX",6957041,0.2,0.24,2.01,426600000,1.68,2.24,25.94,2.88,18.92,17.46,"0.00"
"TAM",0.065,,,,0,0,"2017-02-03",0.064,0.066,0.065,0.105,0.036,76380000,,"ASX",530462,0.011,0,0.018,-4670000,1958.495,3.611,5.909,0,,,"0.000"
"TAP",0.09,,,,-0.002,-0.02222,"2017-02-03",0.088,0.089,0.088,0.11,0.051,27760000,,"ASX",584102,-0.153,-0.01,0.163,58630000,0.38,0.552,,0,,,"0.000"
"TAS",0.25,,,,-0.02,-0.0588,"2017-02-03",0.24,0.26,0.24,0.26,0.05,91080000,,"ASX",462250,-0.01,,0.06,-4210000,79.1,3.92,,0,,,"0.00"
"TAW",0.115,,,,0,0,"2017-02-03",0.115,0.12,0.115,0.17,0.001,16970000,,"ASX",424364,-0.122,,0.007,-1360000,664.345,16.429,,0,,,"0.000"
"TBH",0.24,,,,0,0,"2017-02-03",0.24,0.25,0.24,0.28,0.1,23130000,,"ASX",181623,-0.06,,0.09,-4650000,8.02,2.76,,0,,,"0.00"
"TBR",6.25,,,,0.45,0.07200000000000001,"2017-02-03",6.35,6.7,6.7,8.1,3.34,335020000,,"ASX",4502,0.61,,3.15,74800000,2.65,1.99,10.91,0,,,"0.00"
"TCH",1.04,,,,0.01,0.0096,"2017-02-03",1.04,1.05,1.05,2.69,0.96,121760000,,"ASX",25592,0.16,0.01,0.47,20230000,2.62,2.21,6.69,0,105,26.25,"0.00"
"TCL",10.28,4.95,0.38,"12/29/2016",0.14,0.013600000000000001,"2017-02-03",10.3,10.45,10.42,12.65,9.45,21220000000,,"ASX",2693601,0.05,0.17,2.47,1380000000,9.47,4.16,208.4,0.72,61.29,49.62,"0.00"
"TCN",0.068,,,"9/8/2016",0,0,"2017-02-03",0.068,0.07,0.068,0.09,0.055,15200000,,"ASX",171428,0.004,0.01,0.073,1960000,1.656,0.932,17,0,,,"0.000"
"TEG",0.033,,,"9/10/2010",0,0,"2017-02-03",0.033,0.033,0.033,0.075,0.025,4610000,,"ASX",4724,0.044,,0.021,"369922.00",,1.571,0.75,0,,,"0.000"
"TEK",0.235,,,,0,0,"2017-02-03",0.235,0.24,0.235,0.265,0.22,45480000000,,"ASX",258613,-49,,-0.672,"692211.00",,,,0,,,"0.000"
"TEN",0.9,,,"11/9/2011",-0.015,-0.01667,"2017-02-03",0.86,0.895,0.885,1.48,0.86,319800000,,"ASX",189628,-0.465,-0.01,1.058,2170000,0.472,0.851,,1.44,,88.5,"0.000"
"TER",0.039,,,,-0.004,-0.10256,"2017-02-03",0.035,0.04,0.035,0.047,0.002,90360000,,"ASX",15060151,-0.031,,-0.009,-18780000,10.168,,,0,,,"0.000"
"TFC",1.56,2.56,0.03,"10/7/2016",-0.01,-0.0064,"2017-02-03",1.52,1.57,1.55,1.85,1.09,601540000,,"ASX",396377,0.07,0.07,1.91,70940000,3.35,0.82,22.14,-1.63,22.14,22.14,"0.00"
"TFG",0.25,,,,0.005,0.02,"2017-02-03",0.255,0.255,0.255,0.385,0.17,30730000,,"ASX",250,-0.022,0.01,0.152,"-810423.00",3.81,1.645,,0,,25.5,"0.000"
"TFL",0.16,,,,0,0,"2017-02-03",0.16,0.16,0.16,0.36,0.16,26260000,,"ASX",160000,-0.08,,0.22,-2160000,9.72,0.73,,0,,,"0.00"
"TGA",1.7,,,"1/4/2017",-0.035,-0.02059,"2017-02-03",1.64,1.69,1.665,1.995,1.26,258610000,,"ASX",321748,0.128,0.2,1.326,65530000,0.857,1.282,13.008,2.73,8.325,7.929,"0.000"
"TGG",1.24,,,,0.005,0.004030000000000001,"2017-02-03",1.24,1.255,1.245,1.265,1.05,,,"ASX",81145,0.015,,0,"0.00",,,,0,,,"0.000"
"TGH",1.25,,,"1/12/2017",0.025,0.02,"2017-02-03",1.275,1.275,1.275,1.73,1.2,453780000,,"ASX",2065,0.069,,0.965,47760000,1.031,1.295,18.478,0,,,"0.000"
"TGN",0.043,,,,-0.002,-0.046509999999999996,"2017-02-03",0.041,0.041,0.041,0.051,0.02,10810000,,"ASX",90000,-0.007,,0.01,"-948139.00",,4.3,,0,,,"0.000"
"TGP",0.9,,,"9/29/2016",-0.03,-0.0333,"2017-02-03",0.87,0.89,0.87,1,0.83,192470000,,"ASX",425353,0.1,0.06,0.75,46360000,3.09,1.2,8.88,9.28,14.5,14.5,"0.00"
"TGR",4.5,,,"9/8/2016",-0.02,-0.0044,"2017-02-03",4.45,4.55,4.48,5.08,3.46,659470000,,"ASX",847368,0.33,0.28,2.75,98350000,1.55,1.64,13.66,1.44,16,14.45,"0.00"
"TGS",0.042,,,,-0.001,-0.023809999999999998,"2017-02-03",0.041,0.042,0.041,0.065,0.018,73600000,,"ASX",2015030,-0.034,0,0.067,28550000,0.628,0.627,,0,,1.367,"0.000"
"TGZ",0.86,,,,0,0,"2017-02-03",0.86,0.86,0.86,1.4,0.38,337330000,,"ASX",3820,-0.12,0.08,1.26,99140000,1.24,0.68,,0.03,9.56,14.33,"0.00"
"THD",0.015,,,,0,0,"2017-02-03",0.015,0.015,0.015,0.052,0.013,11150000,,"ASX",187309,-0.104,,0.004,-10210000,8296.25,3.75,,0,,,"0.000"
"THR",0.016,,,,-0.004,-0.25,"2017-02-03",0.012,0.014,0.012,0.025,0.007,3810000000,,"ASX",1241372,-0.013,,0.052,"-801476.00",,0.308,,0,,,"0.000"
"THX",0.065,,,,-0.001,-0.01538,"2017-02-03",0.064,0.067,0.064,0.076,0.037,27100000,,"ASX",595072,-0.016,-0.01,0.01,-5750000,325.542,6.5,,0,,,"0.000"
"TIA",0.66,,,"7/10/2007",0,0,"2017-02-03",0.66,0.66,0.66,1.1,0.5,57160000,,"ASX",210,0.05,,1.42,3440000,1.85,0.46,13.47,0,,,"0.00"
"TIL",2.79,,,,-0.04,-0.0143,"2017-02-03",2.75,2.75,2.75,3.96,2.7,198990000,,"ASX",190,0.11,,0.71,13130000,2.73,3.94,25.7,0,,,"0.00"
"TKF",0.055,,,,-0.001,-0.01818,"2017-02-03",0.054,0.055,0.054,0.1,0.045,6360000,,"ASX",206766,-0.157,,0.028,"-733497.00",168.339,1.964,,0,,,"0.000"
"TKL",0.024,,,,0.001,0.04167,"2017-02-03",0.025,0.025,0.025,0.054,0.012,5690000,,"ASX",40000,-0.007,,0.002,-1430000,314.486,12,,0,,,"0.000"
"TKM",0.043,,,,0.002,0.046509999999999996,"2017-02-03",0.045,0.045,0.045,0.1,0.028,6270000000,,"ASX",150416,,,0,"0.00",,,,0,,,"0.000"
"TLG",0.41,,,,0.01,0.024399999999999998,"2017-02-03",0.41,0.43,0.42,0.44,0.2,76380000,,"ASX",428602,-0.04,,0.08,-5730000,830.85,5.47,,0,,,"0.00"
"TLM",0.37,,,,0,0,"2017-02-03",0.37,0.38,0.37,0.5,0.34,68710000,,"ASX",69027,-0.05,-0.02,0.16,-8050000.000000001,,2.34,,0,,,"0.00"
"TLS",5.03,8.91,0.34,"8/24/2016",0.05,0.009899999999999999,"2017-02-03",5.05,5.09,5.08,5.86,4.7,62010000000,,"ASX",17522361,0.47,0.34,1.3,9540000000,2.32,3.87,10.74,4.93,14.94,14.11,"0.00"
"TME",4.88,,,"9/8/2016",0.01,0.002,"2017-02-03",4.87,4.94,4.89,5.7,3.52,1940000000,,"ASX",1257112,0.14,0.23,1.28,92240000,12.22,3.8,35.69,2.47,21.26,19.56,"0.00"
"TMT",0.22,,,,-0.005,-0.02273,"2017-02-03",0.215,0.22,0.215,0.255,0.2,"559000.00",,"ASX",78543,,,0.036,"0.00",,6.111,,0,,,"0.000"
"TMX",0.011,,,,0.001,0.09090999999999999,"2017-02-03",0.011,0.012,0.012,0.015,0.004,4910000,,"ASX",1465450,-0.001,,0.002,"-552307.00",665.388,5.5,,0,,,"0.000"
"TND",0.075,,,,0.002,0.02667,"2017-02-03",0.076,0.08,0.077,0.098,0.01,12620000,,"ASX",247532,-0.014,,-0.002,-1460000,44.964,,,0,,,"0.000"
"TNE",5.04,,,"11/28/2016",0.02,0.004,"2017-02-03",5.03,5.14,5.06,6.18,4.12,1590000000,,"ASX",665280,0.13,0.15,0.44,57080000,6.34,11.4,39.53,2.51,33.73,28.11,"0.00"
"TNG",0.16,,,"2/2/2004",0,0.0323,"2017-02-03",0.16,0.16,0.16,0.19,0.11,120280000,,"ASX",294757,-0.01,,0.04,-3730000,,3.78,,0,,,"0.00"
"TNK",2.54,,,"9/2/2016",-0.05,-0.0197,"2017-02-03",2.49,2.53,2.49,2.65,0.9,102500000,,"ASX",14421,0.13,0.13,0.44,8440000,2.07,5.79,18.86,1.39,19.15,14.65,"0.00"
"TNT",0.115,,,,0,0,"2017-02-03",0.115,0.12,0.115,0.277,0.095,13260000,,"ASX",77221,-0.01,,0.055,"-291022.00",2.716,2.091,,0,,,"0.000"
"TOE",0.055,,,,-0.001,-0.01818,"2017-02-03",0.054,0.057,0.054,0.064,0.035,108290000,,"ASX",203500,-0.03,0,0.044,-2570000,,1.25,,0,,,"0.000"
"TON",0.069,,,,-0.002,-0.028990000000000002,"2017-02-03",0.066,0.069,0.067,0.097,0.048,28210000,,"ASX",2583643,-0.028,,0.077,-3350000,16.369,0.896,,0,,,"0.000"
"TOP",0.72,,,"9/13/2016",-0.005,-0.006939999999999999,"2017-02-03",0.715,0.715,0.715,0.75,0.52,,,"ASX",7000,0.098,,0,"0.00",,,,0,,,"0.000"
"TOT",1.17,,,"9/29/2016",-0.02,-0.0171,"2017-02-03",1.14,1.15,1.15,1.25,1,,,"ASX",16989,,,0,"0.00",,,,0,,,"0.00"
"TOX",2.63,,,"9/6/2016",-0.04,-0.0152,"2017-02-03",2.59,2.64,2.59,3.11,2.13,372750000,,"ASX",203499,0.09,0.17,1.9,72040000,0.96,1.38,28.15,3.07,15.24,14.39,"0.00"
"TPC",1.59,,,"3/7/2011",0,0,"2017-02-03",1.59,1.59,1.59,1.95,0.29,16840000,,"ASX",5000,-0.25,,0.21,-3190000,0.35,7.57,,0,,,"0.00"
"TPE",2.88,,,,-0.08,-0.0278,"2017-02-03",2.8,2.88,2.8,3.7,1.25,144060000,,"ASX",31271,-0.48,-0.18,0.26,-9360000,54.26,11.08,,0,,,"0.00"
"TPM",6.33,,,"10/17/2016",-0.13,-0.020499999999999997,"2017-02-03",6.2,6.34,6.2,12.93,6.2,5260000000,,"ASX",3537515,0.45,0.45,2.09,767000000,2.25,3.03,13.69,2.19,13.78,12.65,"0.00"
"TPP",0.232,,,"4/4/1997",0.003,0.012929999999999999,"2017-02-03",0.235,0.24,0.235,0.31,0.105,47430000,,"ASX",635906,0.05,,0.09,8750000,0.439,2.578,4.7,0,,,"0.000"
"TPS",0.026,,,,-0.001,-0.03846,"2017-02-03",0.025,0.025,0.025,0.039,0.013,18050000,,"ASX",60000,-0.01,,0.002,-1350000,2.567,13,,0,,,"0.000"
"TPW",0.17,,,,-0.01,-0.030299999999999997,"2017-02-03",0.16,0.16,0.16,0.7,0.12,16920000,,"ASX",9091,-0.57,-0.08,0.16,-17350000,0.34,1.06,,0,,,"0.00"
"TRL",0.04,,,,0,0.0526,"2017-02-03",0.04,0.04,0.04,0.19,0.04,15220000,,"ASX",40000,0,,0.02,"-585675.00",,2.24,,0,,,"0.00"
"TRM",0.025,,,,0,0,"2017-02-03",0.025,0.025,0.025,0.038,0.019,2700000,,"ASX",5000,0,,0.066,"27092.00",11.744,0.379,,0,,,"0.000"
"TRS",8.47,,,"3/18/2016",-0.09,-0.0106,"2017-02-03",8.35,8.47,8.38,15.36,6.71,241750000,,"ASX",45444,0.59,0.68,4.69,53310000,0.31,1.81,14.25,1.83,12.32,9.98,"0.00"
"TRY",0.19,,,"9/10/2012",0,-0.0256,"2017-02-03",0.18,0.2,0.19,0.75,0.13,64750000,,"ASX",3103186,-0.3,-0.02,0.45,19720000,1.1,0.43,,0,,3.8,"0.00"
"TSN",0.02,,,,0,0.0526,"2017-02-03",0.02,0.02,0.02,0.04,0.02,38900000,,"ASX",15349402,0,,0.01,-1560000,,2.71,,0,,,"0.00"
"TSV",0.01,,,,0.002,0.2,"2017-02-03",0.011,0.012,0.012,0.046,0.006,10020000,,"ASX",5039516,0.003,,0.056,-1940000,16.166,0.179,4,0,,,"0.000"
"TTC",0.53,,,"3/29/2016",-0.015,-0.028300000000000002,"2017-02-03",0.515,0.515,0.515,0.65,0.45,119310000,,"ASX",149980,0.142,,0.234,28950000,2.297,2.265,3.627,0,,,"0.000"
"TTI",0.03,,,"9/2/2013",0.006,0.2,"2017-02-03",0.036,0.036,0.036,0.047,0.015,9920000,,"ASX",3200,-0.081,0,0.026,1600000,0.188,1.154,,0,,,"0.000"
"TTS",4.19,6.09,0.19,"8/31/2016",0.01,0.0024,"2017-02-03",4.18,4.26,4.2,4.74,3.53,6150000000,,"ASX",2589804,0.16,0.17,2.03,482360000,2.1,2.06,26.25,-55.5,24.71,23.33,"0.00"
"TWD",3.62,,,"11/16/2016",0.04,0.011000000000000001,"2017-02-03",3.65,3.66,3.66,4.01,2.8,93550000,,"ASX",2200,0.31,0.28,0.4,11040000,0.91,9.1,11.62,0,,,"0.00"
"TWE",11.23,2.21,0.18,"8/31/2016",0.01,0.0009,"2017-02-03",11.16,11.36,11.24,11.57,8.3,8279999999.999999,,"ASX",2146149,0.25,0.39,4.93,414400000,3.53,2.28,45.14,1.91,28.82,23.91,"0.00"
"TWR",0.79,,,"6/9/2016",-0.01,-0.0127,"2017-02-03",0.78,0.78,0.78,1.7,0.66,131560000,,"ASX",12336,-0.1,0.14,0.96,"-973450.00",0.69,0.82,,0.49,5.57,5.2,"0.00"
"TYX",0.03,,,,0.001,0.03333,"2017-02-03",0.03,0.031,0.031,0.048,0.019,10470000,,"ASX",277500,-0.006,,0.067,-1730000,4.565,0.448,,0,,,"0.000"
"TZL",0.054,,,,-0.005,-0.09259,"2017-02-03",0.049,0.053,0.049,0.12,0.046,24600000,,"ASX",1420000,-0.015,0,0.028,-5250000,1.302,1.929,,0,,,"0.000"
"TZN",0.15,,,,-0.005,-0.03333,"2017-02-03",0.14,0.145,0.145,0.18,0.08,260420000.00000003,,"ASX",75791,-0.002,0.01,0.018,-3800000,,8.333,,0,,,"0.000"
"UBE",18.68,,,,-0.28,-0.015,"2017-02-03",18.4,18.4,18.4,19.81,16.84,,,"ASX",63,,,0,,,,,0,,,
"UBI",0.335,,,,0,0,"2017-02-03",0.335,0.335,0.335,0.42,0.24,59030000,,"ASX",8445,-0.04,-0.04,0.048,-1470000,3.451,6.979,,0,,,"0.000"
"UBJ",20.59,,,,-0.3,-0.0146,"2017-02-03",20.29,20.29,20.29,21.13,17.53,,,"ASX",133,,,0,,,,,0,,,
"UBW",21.05,,,,0,0,"2017-02-03",21.03,21.07,21.05,22,18.62,,,"ASX",842,,,0,,,,,0,,,
"UCM",0.245,,,,0,0,"2017-02-03",0.245,0.245,0.245,0.35,0.14,26570000,,"ASX",1660,-0.02,0.01,0.046,-1630000,9.049,5.326,,0,,,"0.000"
"UEQ",0.013,,,,-0.001,-0.07692,"2017-02-03",0.011,0.012,0.012,0.019,0.003,7420000,,"ASX",1787241,0.001,,0.035,"-214095.00",,0.371,12,0,,,"0.000"
