"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio","FIRMMCRT","FXRUSD","GRCPAIAD","GRCPRCAD","GRCPNRAD","GRCPBMAD","GRCPBCAD","GRCPAISAD","GRCPBCSAD","H01_GGDPCVGDP","H01_GGDPCVGDPFY","640106_A3597525W","H05_GLFSEPTPOP","allordpreviousclose","allordchange","allorddayslow","allorddayshigh","asxpreviousclose","asxchange","asxdayslow","asxdayshigh"
"TCN",0.07,,,"9/8/2016",0,0.0294,"2017-02-06",0.07,0.07,0.07,0.09,0.05,15650000,,"ASX",29200,0,0.01,0.07,1960000,1.66,0.93,17.5,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TDL",0.2,,,,-0.025,-0.125,"2017-02-06",0.175,0.18,0.175,0.3,0.14,38080000,,"ASX",52286,-0.067,,0.107,-2480000,13.289,1.869,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TEG",0.033,,,"9/10/2010",0.001,0.030299999999999997,"2017-02-06",0.034,0.034,0.034,0.075,0.025,4750000,,"ASX",80000,0.044,,0.021,"369922.00",,1.571,0.773,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TEK",0.23,,,,0,-0.0213,"2017-02-06",0.23,0.23,0.23,0.26,0.22,44510000000,,"ASX",93000,-49,,-0.67,"692211.00",,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TEN",0.88,,,"11/9/2011",-0.02,-0.0282,"2017-02-06",0.85,0.89,0.86,1.48,0.85,310770000,,"ASX",105365,-0.47,-0.01,1.06,2170000,0.46,0.84,,1.43,,86,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TER",0.035,,,,-0.001,-0.02857,"2017-02-06",0.034,0.036,0.034,0.047,0.002,87770000,,"ASX",2054875,-0.031,,-0.009,-18780000,9.125,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TEX",0.001,,,,0,0,"2017-02-06",0.001,0.002,0.001,0.002,0.001,1030000,,"ASX",3649799,-0.009,0,-0.01,-2330000,1.408,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TFC",1.55,2.56,0.03,"10/7/2016",-0.005,-0.0032300000000000002,"2017-02-06",1.535,1.58,1.545,1.845,1.085,599600000,,"ASX",637971,0.07,0.07,1.907,70940000,3.326,0.813,22.071,-1.55,22.071,22.071,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TFG",0.255,,,,-0.01,-0.039220000000000005,"2017-02-06",0.245,0.255,0.245,0.38,0.17,29530000,,"ASX",48065,-0.022,0.01,0.152,"-810423.00",3.887,1.678,,0,,24.5,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TGA",1.66,,,"1/4/2017",-0.03,-0.021,"2017-02-06",1.61,1.67,1.63,1.96,1.26,253170000,,"ASX",260659,0.13,0.2,1.33,65530000,0.84,1.26,12.73,2.68,8.15,7.76,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TGG",1.25,,,,-0.01,-0.012,"2017-02-06",1.23,1.25,1.23,1.26,1.05,,,"ASX",132787,0.01,,0,"0.00",,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TGH",1.275,,,"1/12/2017",0,0,"2017-02-06",1.26,1.275,1.275,1.73,1.2,453780000,,"ASX",7618,0.069,,0.965,47760000,1.051,1.321,18.478,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TGP",0.87,,,"9/29/2016",0,0,"2017-02-06",0.87,0.87,0.87,1,0.83,192470000,,"ASX",129056,0.1,0.06,0.75,46360000,2.99,1.16,8.88,9.43,14.5,14.5,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TGR",4.48,,,"9/8/2016",0.02,0.0045000000000000005,"2017-02-06",4.48,4.59,4.5,4.81,3.46,662410000,,"ASX",796243,0.33,0.28,2.75,98350000,1.54,1.63,13.72,1.41,16.07,14.52,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TGS",0.041,,,,0.001,0.024390000000000002,"2017-02-06",0.04,0.042,0.042,0.065,0.018,75400000,,"ASX",1710834,-0.034,0,0.067,28550000,0.613,0.612,,0,,1.4,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TGZ",0.86,,,,0.03,0.0349,"2017-02-06",0.87,0.89,0.89,1.4,0.41,349100000,,"ASX",152820,-0.12,0.08,1.26,99140000,1.24,0.68,,0.03,9.89,14.83,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"THD",0.015,,,,0,0,"2017-02-06",0.015,0.015,0.015,0.052,0.013,11150000,,"ASX",272795,-0.104,,0.004,-10210000,8296.25,3.75,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"THR",0.012,,,,0,0,"2017-02-06",0.012,0.012,0.012,0.025,0.007,4410000000,,"ASX",60474,-0.013,,0.052,"-801476.00",,0.231,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"THX",0.064,,,,0.004,0.0625,"2017-02-06",0.066,0.068,0.068,0.076,0.037,28800000,,"ASX",118925,-0.016,-0.01,0.01,-5750000,320.534,6.4,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TIG",0.065,,,,-0.007,-0.10769000000000001,"2017-02-06",0.058,0.063,0.058,0.085,0.02,87630000,,"ASX",194350,-0.016,-0.01,0.023,-8210000.000000001,,2.826,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TKF",0.054,,,,-0.007,-0.12963,"2017-02-06",0.047,0.054,0.047,0.1,0.045,5540000,,"ASX",912277,-0.157,,0.028,"-733497.00",165.278,1.929,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TKM",0.045,,,,0,0,"2017-02-06",0.045,0.045,0.045,0.1,0.028,6270000000,,"ASX",100000,,,0,"0.00",,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TLG",0.42,,,,-0.005,-0.011899999999999999,"2017-02-06",0.415,0.435,0.415,0.435,0.205,75470000,,"ASX",392601,-0.043,,0.075,-5730000,851.115,5.6,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TLM",0.37,,,,-0.005,-0.01351,"2017-02-06",0.35,0.37,0.365,0.5,0.34,67780000,,"ASX",223701,-0.051,-0.02,0.158,-8050000.000000001,,2.342,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TLS",5.08,8.91,0.34,"8/24/2016",0.04,0.0079,"2017-02-06",5.09,5.14,5.12,5.86,4.7,62500000000,,"ASX",20455810,0.47,0.34,1.3,9540000000,2.34,3.91,10.82,4.98,15.06,14.22,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TME",4.89,,,"9/8/2016",-0.09,-0.0184,"2017-02-06",4.78,4.89,4.8,5.7,3.52,1910000000,,"ASX",486368,0.14,0.23,1.28,92240000,12.25,3.81,35.04,2.54,20.87,19.2,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TMP",0.18,,,,0.005,0.02778,"2017-02-06",0.185,0.19,0.185,0.725,0.11,12170000,,"ASX",56851,-0.06,0.02,0.122,-3350000,0.369,1.475,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TMT",0.215,,,,0.01,0.046509999999999996,"2017-02-06",0.22,0.225,0.225,0.255,0.2,"585000.00",,"ASX",128500,,,0.036,"0.00",,5.972,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TMX",0.012,,,,0,0,"2017-02-06",0.012,0.012,0.012,0.015,0.004,4910000,,"ASX",359391,-0.001,,0.002,"-552307.00",725.878,6,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TMZ",0.06,,,,0,-0.0323,"2017-02-06",0.06,0.06,0.06,0.08,0,5940000,,"ASX",200000,-0.01,,0.02,"-170285.00",44.65,3.1,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TND",0.077,,,,-0.002,-0.02597,"2017-02-06",0.071,0.077,0.075,0.098,0.01,12290000,,"ASX",1217126,-0.014,,-0.002,-1460000,46.163,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TNE",5.06,,,"11/28/2016",-0.08,-0.0158,"2017-02-06",4.97,5.11,4.98,6.18,4.12,1560000000,,"ASX",813173,0.13,0.15,0.44,57080000,6.37,11.45,38.91,2.29,33.2,27.67,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TNG",0.16,,,"2/2/2004",0.02,0.125,"2017-02-06",0.17,0.18,0.18,0.19,0.11,135320000,,"ASX",1005194,-0.01,,0.04,-3730000,,3.9,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TNK",2.49,,,"9/2/2016",0.01,0.004,"2017-02-06",2.49,2.5,2.5,2.65,0.9,102910000,,"ASX",6800,0.13,0.13,0.44,8440000,2.03,5.67,18.94,1.38,19.23,14.71,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TNP",0.006,,,,0,0,"2017-02-06",0.006,0.006,0.006,0.015,0.004,9410000,,"ASX",587246,-0.002,,0.005,-2210000,,1.2,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TNR",0.13,,,,0,0,"2017-02-06",0.13,0.13,0.13,0.27,0.12,10040000,,"ASX",47000,-0.02,,0.1,-1780000,,1.25,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TNT",0.12,,,,0,0.0435,"2017-02-06",0.12,0.12,0.12,0.28,0.09,13840000,,"ASX",21000,-0.01,,0.05,"-291022.00",2.72,2.09,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TOE",0.054,,,,-0.001,-0.018520000000000002,"2017-02-06",0.053,0.055,0.053,0.064,0.035,106280000,,"ASX",657982,-0.03,0,0.044,-2570000,,1.227,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TON",0.067,,,,-0.001,-0.01493,"2017-02-06",0.065,0.066,0.066,0.097,0.048,27790000,,"ASX",267035,-0.028,,0.077,-3350000,15.894,0.87,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TOP",0.71,,,"9/13/2016",-0.01,-0.021,"2017-02-06",0.7,0.71,0.7,0.75,0.52,,,"ASX",22068,0.1,,0,"0.00",,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TOT",1.15,,,"9/29/2016",-0.035,-0.030430000000000002,"2017-02-06",1.07,1.115,1.115,1.25,1,,,"ASX",32088,,,0,"0.00",,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TOU",0.11,,,,0,0,"2017-02-06",0.11,0.11,0.11,0.22,0.05,22620000,,"ASX",8000,-0.01,-0.01,0.23,-1810000,,0.47,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TOX",2.59,,,"9/6/2016",-0.05,-0.019299999999999998,"2017-02-06",2.54,2.59,2.54,3.11,2.13,365550000,,"ASX",217365,0.09,0.17,1.9,72040000,0.95,1.36,27.61,2.85,14.94,14.11,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TPC",1.59,,,"3/7/2011",-0.04,-0.0252,"2017-02-06",1.55,1.59,1.55,1.95,0.29,16410000,,"ASX",31448,-0.25,,0.21,-3190000,0.35,7.57,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TPE",2.8,,,,0,0,"2017-02-06",2.72,2.81,2.8,3.65,1.25,144060000,,"ASX",5523,-0.48,-0.18,0.26,-9360000,52.75,10.77,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TPM",6.2,,,"10/17/2016",-0.03,-0.0048,"2017-02-06",6.14,6.24,6.17,12.93,6.14,5230000000,,"ASX",2940758,0.45,0.45,2.09,767000000,2.2,2.96,13.62,2.14,13.71,12.59,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TPS",0.025,,,,-0.001,-0.04,"2017-02-06",0.024,0.024,0.024,0.039,0.013,17330000,,"ASX",300360,-0.01,,0.002,-1350000,2.468,12.5,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TPW",0.16,,,,0,0,"2017-02-06",0.16,0.16,0.16,0.7,0.12,16920000,,"ASX",64448,-0.57,-0.08,0.16,-17350000,0.33,1.03,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TRL",0.04,,,,-0.003,-0.075,"2017-02-06",0.037,0.037,0.037,0.185,0.033,14080000,,"ASX",50000,-0.002,,0.017,"-585675.00",,2.353,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TRS",8.38,,,"3/18/2016",0.1,0.011899999999999999,"2017-02-06",8.38,8.7,8.48,15.36,6.71,244640000,,"ASX",22760,0.59,0.68,4.69,53310000,0.3,1.79,14.42,1.75,12.47,10.1,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TRY",0.19,,,"9/10/2012",-0.005,-0.02632,"2017-02-06",0.185,0.195,0.185,0.748,0.127,63050000,,"ASX",1873936,-0.296,-0.02,0.451,19720000,1.073,0.421,,0,,3.7,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TSN",0.02,,,,-0.001,-0.05,"2017-02-06",0.019,0.02,0.019,0.04,0.016,36960000,,"ASX",5920714,-0.001,,0.007,-1560000,,2.857,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TSV",0.012,,,,0,0,"2017-02-06",0.012,0.012,0.012,0.041,0.006,10020000,,"ASX",740200,0.003,,0.056,-1940000,19.4,0.214,4,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TTA",0.037,,,"7/8/2013",0,0,"2017-02-06",0.037,0.037,0.037,0.039,0.016,4250000,,"ASX",70479,0,,0.109,"191035.00",0.287,0.339,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TTC",0.51,,,"3/29/2016",0.01,0.0291,"2017-02-06",0.53,0.53,0.53,0.65,0.45,122790000,,"ASX",14584,0.14,,0.23,28950000,2.23,2.2,3.73,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TTI",0.036,,,"9/2/2013",-0.005,-0.13888999999999999,"2017-02-06",0.031,0.031,0.031,0.047,0.015,8540000,,"ASX",17519,-0.081,0,0.026,1600000,0.225,1.385,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TTL",0.034,,,,0.004,0.11765,"2017-02-06",0.035,0.038,0.038,0.038,0.025,6570000,,"ASX",519595,-0.01,,0.017,"0.00",,2,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TTS",4.2,6.09,0.19,"8/31/2016",-0.06,-0.0143,"2017-02-06",4.12,4.21,4.14,4.74,3.53,6060000000,,"ASX",2286925,0.16,0.17,2.03,482360000,2.1,2.07,25.88,-53.72,24.35,23,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TV2",0.007,,,,0,0,"2017-02-06",0.007,0.007,0.007,0.072,0.006,8330000,,"ASX",8394606,-0.014,,0.002,-7040000,251.638,3.5,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TWD",3.66,,,"11/16/2016",-0.01,-0.0027,"2017-02-06",3.62,3.7,3.65,4.01,2.8,93290000,,"ASX",8268,0.31,0.28,0.4,11040000,0.92,9.2,11.59,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TWE",11.24,2.21,0.18,"8/31/2016",0.03,0.0027,"2017-02-06",11.15,11.46,11.27,11.67,8.3,8300000000.000001,,"ASX",1421437,0.25,0.39,4.93,414400000,3.53,2.28,45.26,1.87,28.9,23.98,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"TWR",0.78,,,"6/9/2016",0,0,"2017-02-06",0.78,0.81,0.78,1.7,0.66,131560000,,"ASX",10332,-0.1,0.14,0.96,"-973450.00",0.68,0.81,,0.49,5.57,5.2,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
