"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio","FIRMMCRT","FXRUSD","GRCPAIAD","GRCPRCAD","GRCPNRAD","GRCPBMAD","GRCPBCAD","GRCPAISAD","GRCPBCSAD","H01_GGDPCVGDP","H01_GGDPCVGDPFY","640106_A3597525W","H05_GLFSEPTPOP","allordpreviousclose","allordchange","allorddayslow","allorddayshigh","asxpreviousclose","asxchange","asxdayslow","asxdayshigh"
"GOZ",3.12,,,"6/29/2016",0.02,0.0064,"2017-02-06",3.13,3.17,3.14,3.49,2.97,,,"ASX",734487,0.39,0.23,0,"0.00",,,,5.86,13.65,13.65,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GPP",0.025,,,,0,0,"2017-02-06",0.025,0.026,0.025,0.044,0.002,22850000,,"ASX",3023400,-0.004,,0.003,-1510000,1015.805,8.333,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GPR",0.03,,,,0.01,0.1765,"2017-02-06",0.04,0.04,0.04,0.05,0.02,31980000,,"ASX",794706,0,,0.06,-1660000,812.47,0.59,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GPT",4.68,,,"6/29/2016",-0.02,-0.0043,"2017-02-06",4.65,4.72,4.66,5.72,4.38,8380000000.000001,,"ASX",5404436,0.57,0.29,4.4,451100000,12.15,1.06,8.12,3.91,16.07,15.53,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GPX",0.385,,,,0.01,0.02597,"2017-02-06",0.38,0.4,0.395,0.65,0.31,21920000,,"ASX",111866,-0.96,,0.175,-2360000,,2.2,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GRA",0.54,,,,-0.005,-0.009260000000000001,"2017-02-06",0.535,0.535,0.535,0.78,0.2,37200000,,"ASX",1700,-0.021,,0.039,-1090000,1080.964,13.846,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GRB",0.048,,,,-0.001,-0.02083,"2017-02-06",0.047,0.047,0.047,0.062,0.027,20040000,,"ASX",235000,0.001,0,0.039,2790000,0.795,1.231,47,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GRR",0.21,,,"9/8/2016",0.005,0.023809999999999998,"2017-02-06",0.215,0.22,0.215,0.245,0.083,248830000,,"ASX",864917,-0.143,0.01,0.241,244030000,1.11,0.871,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GRV",0.044,,,,-0.002,-0.04545,"2017-02-06",0.042,0.042,0.042,0.058,0.01,3920000,,"ASX",300,-0.004,,0.034,"333743.00",,1.294,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GSC",0.115,,,,0,0,"2017-02-06",0.115,0.12,0.115,0.12,0.004,116700000,,"ASX",3683201,-0.008,,0,"-912156.00",44304.648,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GSW",0.32,,,,0,0,"2017-02-06",0.32,0.32,0.32,0.36,0.25,28130000,,"ASX",47102,0,,0,"0.00",261.51,320,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GTE",0.021,,,,0.006,0.28571,"2017-02-06",0.022,0.03,0.027,0.03,0.005,7130000,,"ASX",19649648,-0.012,,0.012,"-406439.00",,1.75,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GTG",0.01,,,,0,0,"2017-02-06",0.01,0.01,0.01,0.02,0.01,17150000,,"ASX",71368,0,-0.01,0.01,-8530000,20.8,1.43,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GTK",2.98,,,"12/8/2016",0.03,0.0101,"2017-02-06",2.96,3.01,3.01,3.55,1.99,218820000,,"ASX",18106,0.1,,0.71,11280000,5.65,4.2,31.35,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GTN",2.65,,,,0.03,0.0113,"2017-02-06",2.68,2.68,2.68,3.95,1.9,505580000,,"ASX",76545,-0.11,0.03,0.01,"-696591.00",4325.48,265,,0,89.33,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GTY",2.03,,,"6/29/2016",-0.02,-0.009899999999999999,"2017-02-06",2,2.03,2.01,3.05,1.98,565130000,,"ASX",989225,0.15,0.16,1.99,35910000,5.02,1.02,13.77,0,12.56,11.17,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GUD",9.94,,,"8/18/2016",0.06,0.006,"2017-02-06",9.98,10.15,10,11.06,6.07,857390000,,"ASX",561461,-0.5,0.61,2.86,95240000,1.44,3.48,,1.29,16.39,14.71,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GVF",1.15,,,"10/6/2016",-0.01,-0.0087,"2017-02-06",1.13,1.15,1.14,1.17,0.99,,,"ASX",32319,,,0,"0.00",,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GWA",2.6,,,"9/1/2016",0.01,0.0038,"2017-02-06",2.59,2.64,2.61,3.1,1.77,688900000,,"ASX",671102,0.2,0.2,1.17,83950000,1.56,2.23,13.32,-7.42,13.05,13.74,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"GXL",6.53,,,"8/30/2016",-0.08,-0.0123,"2017-02-06",6.4,6.55,6.45,7.99,6,736560000,,"ASX",347859,0.3,0.4,3.81,88880000,1.02,1.71,21.36,1.51,16.12,14.33,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HAS",0.09,,,,0.005,0.05556,"2017-02-06",0.095,0.095,0.095,0.1,0.06,46160000,,"ASX",46700,-0.001,,0.079,-1210000,268.582,1.139,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HAV",0.7,,,,0,0,"2017-02-06",0.7,0.7,0.7,0.87,0.28,118020000,,"ASX",1415,0.01,,0.24,"96000.00",42.99,2.97,116.67,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HAW",0.027,,,,0.002,0.07407,"2017-02-06",0.029,0.029,0.029,0.059,0.017,4970000,,"ASX",1800,-0.01,,0.081,-1270000,,0.333,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HCH",0.03,,,,0,0.07139999999999999,"2017-02-06",0.03,0.03,0.03,0.1,0.03,16290000,,"ASX",335700,-0.02,-0.02,0.17,-2060000,,0.16,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HEG",0.002,,,,0,0,"2017-02-06",0.002,0.003,0.002,0.004,0.001,2780000,,"ASX",4770000,-0.001,,0.013,"-909844.00",13.635,0.154,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HFA",2.1,,,"8/24/2016",0,0,"2017-02-06",2.1,2.13,2.1,2.73,1.98,340510000,,"ASX",18547,0.09,0.22,1.57,29440000,4.83,1.34,24.14,0,9.55,8.75,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HFR",1.2,,,,0.01,0.0083,"2017-02-06",1.2,1.23,1.21,1.9,0.96,376280000,,"ASX",349761,-0.03,-0.02,0.5,-12880000,,2.41,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HGG",3.45,,,"8/25/2016",0,0,"2017-02-06",3.42,3.52,3.45,5.49,3.29,3760000000,,"ASX",6354857,0.14,14.68,1.21,268560000,3.99,2.86,24.82,4.01,0.23,0.21,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HGO",0.063,,,"9/16/2009",-0.002,-0.03175,"2017-02-06",0.06,0.061,0.061,0.145,0.025,11470000,,"ASX",405665,-1.006,-0.03,0.152,46360000,0.094,0.414,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HHL",2.37,,,"3/3/2016",-0.02,-0.0084,"2017-02-06",2.34,2.45,2.35,4.69,2.05,63910000,,"ASX",153723,0.38,0.18,1.06,23440000,1.59,2.24,6.14,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HHV",1.225,,,,-0.04,-0.03265,"2017-02-06",1.185,1.225,1.185,1.475,1.08,,,"ASX",253379,0.126,,0,"0.00",,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HIG",0.07,,,,0.002,0.02857,"2017-02-06",0.067,0.072,0.072,0.082,0.052,66800000,,"ASX",150715,-0.088,-0.01,-0.015,-4810000,,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HIL",0.35,,,"4/14/2015",-0.01,-0.0286,"2017-02-06",0.34,0.36,0.34,0.74,0.13,78870000,,"ASX",41671,-0.29,0.09,0.3,7170000,0.24,1.17,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HIT",0.6,,,"9/5/2013",-0.02,-0.0333,"2017-02-06",0.58,0.59,0.58,0.69,0.24,17980000,,"ASX",1600,0.07,,0.19,2530000,1.02,3.12,8.29,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HML",1.75,,,,-0.05,-0.0286,"2017-02-06",1.7,1.74,1.7,1.8,0.88,26520000,,"ASX",71783,0.15,,1.07,"0.00",,1.64,11.18,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HMO",0.16,,,,0,0,"2017-02-06",0.16,0.16,0.16,0.16,0.16,9720000,,"ASX",15788,,,-0.01,"0.00",,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HMX",0.043,,,,0.011,0.25581,"2017-02-06",0.051,0.059,0.054,0.098,0.023,8289999.999999999,,"ASX",2975387,-0.009,,0.059,-1290000,165.268,0.729,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HNR",0.016,,,,-0.001,-0.0625,"2017-02-06",0.015,0.016,0.015,0.031,0.002,24400000,,"ASX",238780,-0.001,,0.001,"-820962.00",57.277,16,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HPI",2.8,,,"6/29/2016",0,0,"2017-02-06",2.78,2.81,2.8,3.31,2.42,409090000,,"ASX",106555,0.41,0.2,2.28,"0.00",8.56,1.23,6.8,2.43,14,14,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HPR",0.036,,,,-0.001,-0.02778,"2017-02-06",0.035,0.036,0.035,0.071,0.03,5840000,,"ASX",38999,-0.028,0,0.07,-1020000,36.987,0.514,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HRN",0.36,,,,0,0,"2017-02-06",0.36,0.36,0.36,0.36,0.34,27550000,,"ASX",5000,,,-0.06,"-958000.00",,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HRR",0.125,,,,0,0,"2017-02-06",0.125,0.13,0.125,0.18,0.083,51880000,,"ASX",112880,-0.012,-0.5,0.131,-5000000,,0.954,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HSK",0.08,,,"1/22/2009",0.005,0.0625,"2017-02-06",0.085,0.085,0.085,0.085,0.022,47960000,,"ASX",20000,-0.01,-0.02,0.049,-5190000,,1.633,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HSN",3.89,,,"9/5/2016",-0.11,-0.028300000000000002,"2017-02-06",3.78,3.9,3.78,4.75,3.08,676290000,,"ASX",198491,0.14,0.16,0.75,38970000,4.67,5.16,26.25,2.91,23.62,21,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HSO",2.26,,,"3/9/2016",0,0,"2017-02-06",2.24,2.28,2.26,3.17,2.12,3920000000,,"ASX",7555539,0.1,0.11,1.37,406200000,1.71,1.65,21.73,2.57,20.55,18.83,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HUB",4.81,,,,-0.11,-0.0229,"2017-02-06",4.7,4.85,4.7,6.1,3.48,248580000,,"ASX",54125,-0.02,0.05,0.36,"0.00",5.83,13.4,,0,94,33.57,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HUO",4.49,,,,0.01,0.0022,"2017-02-06",4.45,4.51,4.5,4.55,3.02,393020000,,"ASX",38282,0.04,0.19,2.87,27040000,1.68,1.56,115.38,0.23,23.68,14.52,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HVN",4.87,,,"10/31/2016",-0.03,-0.0062,"2017-02-06",4.81,4.88,4.84,5.58,4.2,5380000000,,"ASX",3020615,0.31,0.33,2.4,494750000,3.02,2.03,15.46,2.14,14.67,14.24,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HXG",0.23,,,,0,-0.0213,"2017-02-06",0.23,0.24,0.23,0.31,0.06,53780000,,"ASX",187253,-0.01,,0.04,-1030000,6679.2,6.18,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HZN",0.061,,,,0.001,0.016390000000000002,"2017-02-06",0.06,0.062,0.062,0.084,0.036,80820000,,"ASX",387905,-0.111,0,0.08,40940000,1.047,0.763,,0,,6.2,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"HZR",0.605,,,,0.05,0.08263999999999999,"2017-02-06",0.62,0.67,0.655,0.85,0.22,42300000,,"ASX",440820,-0.036,,0.068,"0.00",,8.897,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"IAA",64.5,,,,0.8,0.0124,"2017-02-06",64.29,65.3,65.3,67.4,51.9,,,"ASX",2304,,,0,,,,,0,,,,1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"IAB",1.28,,,"9/29/2016",0.02,0.015600000000000001,"2017-02-06",1.3,1.3,1.3,1.38,0.87,26090000,,"ASX",10000,0.04,,0.55,4130000,0.29,2.33,30.23,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"IAG",5.84,6.57,0.28,"9/6/2016",0,0,"2017-02-06",5.8,5.89,5.84,6.25,5.01,14160000000,,"ASX",2900561,0.25,0.36,2.71,1320000000,1.75,2.16,23.08,1.94,16.22,15.78,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"IAM",0.064,,,,-0.002,-0.03125,"2017-02-06",0.062,0.065,0.062,0.095,0.016,67400000,,"ASX",4485752,-0.002,,0.005,"0.00",,12.8,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"IAU",1.17,,,,0.05,0.042699999999999995,"2017-02-06",1.22,1.22,1.22,2.8,1.12,21180000,,"ASX",650,-0.59,-0.01,4.62,-11450000,,0.25,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"IBC",0.495,,,,0,0,"2017-02-06",0.495,0.5,0.495,0.51,0.405,,,"ASX",34063,0.003,,0,"0.00",,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"IBG",0.1,,,,0,-0.047599999999999996,"2017-02-06",0.1,0.1,0.1,0.12,0.03,50590000,,"ASX",4862746,0,-0.02,0.09,"-976999.00",,1.15,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"IBK",44.64,,,,0.87,0.0195,"2017-02-06",45.2,45.51,45.51,47.58,34.3,,,"ASX",4196,,,0,,,,,0,,,,1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"IBN",0.009,,,,0,0,"2017-02-06",0.009,0.009,0.009,0.026,0.009,6520000,,"ASX",92783,-0.003,,0.005,"-53187.00",1.825,1.8,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ICQ",0.23,,,,0.01,0.0435,"2017-02-06",0.22,0.24,0.24,1,0.19,60000000,,"ASX",123838,-0.05,-0.06,0.14,-10680000,8.44,1.61,,-0.09,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ICU",0.06,,,,-0.003,-0.05,"2017-02-06",0.057,0.057,0.057,0.166,0.043,7740000,,"ASX",20974,0.014,,0.15,2520000,0.828,0.4,4.071,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"IDA",0.08,,,,0,0,"2017-02-06",0.08,0.08,0.08,0.35,0.05,3470000,,"ASX",1400,-0.91,,0.23,-6330000,,0.35,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
