symbol,previousClose,open,dividendYield,dividendPerShare,exDividendDate,change,changeInPercent,lastTradeDate,daysLow,daysHigh,lastTradePriceOnly,52WeekHigh,52WeekLow,marketCapitalization,sharesOwned,stockExchange,volume,earningsPerShare,epsEstimateCurrentYear,bookValue,ebitda,pricePerSales,pricePerBook,peRatio,pegRatio,pricePerEpsEstimateCurrentYear,pricePerEpsEstimateNextYear,shortRatio,tickerTrend
RIC,1.285,1.28,4.83,0.04,4/21/2016,0.04,0.03113,1/2/17,1.28,1.33,1.325,1.495,1.16,407860000,,ASX,800924,0.089,0.08,0.805,53180000,0.433,1.596,14.888,1.4,16.563,13.25,0,
RIM,0.025,0.027,,,,0.002,0.08,1/2/17,0.027,0.027,0.027,0.034,0.012,21560000,,ASX,14686,-0.001,,0.016,-628488,112.154,1.562,,0,,,0,
RIO,66.68,67,4.6,2.3,8/11/16,0.36,0.0054,1/2/17,66.62,67.51,67.04,67.51,36.53,1.2059E+11,,ASX,2201216,0.02,2.62,20.84,8450000000,3.71,3.2,3047.27,1.43,25.59,19.38,0,
RIR,0.021,0.021,,,,0.002,0.09524,1/2/17,0.021,0.023,0.023,0.029,0.021,9500000,,ASX,2170099,-0.033,,0.003,-548529,424.578,7,,0,,,0,
RKN,1.61,1.61,,,8/16/2016,0.045,0.02795,1/2/17,1.61,1.655,1.655,2.16,1.33,185720000,,ASX,74346,0.106,0.09,0.316,21780000,1.669,5.095,15.613,3.06,18.389,16.55,0,
RLC,0.017,0.017,,,,0,0,1/2/17,0.017,0.017,0.017,0.039,0.004,1890000,,ASX,237000,-0.004,,-0.002,-385037,67.643,,,0,,,0,
RLE,0.06,0.07,,,,0.01,0.1475,1/2/17,0.06,0.07,0.07,0.16,0.06,14300000,,ASX,150961,0,-0.11,0.13,347000,7.23,0.48,,0,,,0,
RMD,8.93,8.86,0,0,5/19/2015,-0.05,-0.0056,1/2/17,8.85,8.93,8.88,9.32,7.15,12580000000,,ASX,1490220,0.23,0.27,1.21,539410000,6.43,7.39,38.44,2.76,32.89,28.65,0,
RMG,0.01,0.011,,,,0.001,0.1,1/2/17,0.011,0.011,0.011,0.02,0.005,4740000,,ASX,75000,-0.062,,-0.003,-765634,1211.097,,,0,,,0,
RMP,0.021,0.023,,,,0.002,0.09524,1/2/17,0.023,0.023,0.023,0.027,0.018,9780000,,ASX,67579,-0.021,0,0.027,-844740,37.305,0.778,,0,,,0,
RMR,0.027,0.027,,,,0,0,1/2/17,0.027,0.027,0.027,0.1,0.001,1420000,,ASX,40125,-0.021,,0.156,-588087,48.537,0.173,,0,,,0,
RMS,0.6,0.615,,,12/6/10,-0.005,-0.00833,1/2/17,0.58,0.615,0.595,0.67,0.255,282760000,,ASX,1806251,0.058,0.12,0.268,75850000,1.641,2.239,10.259,0,4.958,9.917,0,
RMX,0.04,0.04,,,,0,-0.0244,1/2/17,0.04,0.04,0.04,0.06,0.01,4040000,,ASX,12692280,0,,0.26,-2100000,33.94,0.16,,0,,,0,
RND,1.8,1.8,,,,0,0,1/2/17,1.8,1.8,1.8,2.9,1.3,108270000,,ASX,1200,0.25,,1.13,20210000,3.37,1.59,7.09,0,,,0,
RNE,0.015,0.015,,,,-0.001,-0.06667,1/2/17,0.014,0.016,0.014,0.016,0.014,7890000,,ASX,1236692,-0.02,,0.03,-8800000,23.939,0.5,,0,,,0,
RNI,0.014,0.015,,,,0.001,0.07143,1/2/17,0.015,0.015,0.015,0.021,0.01,19300000,,ASX,540000,-0.006,,0.01,-2030000,9945.744,1.4,,0,,,0,
RNL,0.005,0.004,,,3/5/03,0,0,1/2/17,0.004,0.005,0.005,0.026,0.004,4840000,,ASX,2176654,-0.008,,0.003,-4080000,32.89,1.667,,0,,,0,
RNO,0.017,0.018,,,,0.001,0.05882,1/2/17,0.018,0.018,0.018,0.036,0.015,14660000,,ASX,733870,-0.009,0,0.009,-6010000,13.672,1.889,,0,,,0,
RNT,0.085,0.085,,,,0.001,0.01176,1/2/17,0.085,0.087,0.086,0.282,0.082,12510000,,ASX,587767,-0.124,,0.036,-12750000,14.191,2.361,,0,,,0,
RNU,0.026,0.026,,,,-0.002,-0.07692,1/2/17,0.023,0.026,0.024,0.06,0.011,6830000,,ASX,2496928,-0.004,,0.017,-620319,184.926,1.529,,0,,,0,
RRL,3.18,3.22,7.99,0.2,8/23/2016,0.06,0.0189,1/2/17,3.2,3.26,3.24,4.32,2.2,1620000000,,ASX,4373452,0.22,0.25,0.96,230730000,3.17,3.3,14.59,1.59,12.96,10.12,0,
RSG,1.455,1.5,1.25,0.01,9/19/2016,0.01,0.00687,1/2/17,1.46,1.515,1.465,2.35,0.317,960690000,,ASX,8141941,0.276,0.22,0.605,212970000,1.72,2.405,5.308,-0.36,6.659,7.325,0,
RSH,0.052,0.052,,,,0,0,1/2/17,0.052,0.052,0.052,0.079,0.026,22480000,,ASX,4200,-0.013,,0.009,-3780000,33.174,5.778,,0,,,0,
RTR,0.022,0.025,,,,0.003,0.13636,1/2/17,0.025,0.025,0.025,0.026,0.009,6200000,,ASX,999676,-0.011,,0.021,-424080,17.489,1.048,,0,,,0,
RUB,0.056,0.047,,,3/11/08,-0.009,-0.16071,1/2/17,0.047,0.047,0.047,0.07,0.04,11520000,,ASX,100000,-0.045,,-0.033,691999,0.066,,,0,,,0,
RUL,0.56,0.56,,,9/10/12,0,0.009,1/2/17,0.56,0.56,0.56,0.57,0.32,95460000,,ASX,93070,-0.05,0.04,0.26,-4150000,1.8,2.17,,0,,,0,
RVA,1,0.95,,,,-0.06,-0.0547,1/2/17,0.95,0.95,0.95,1.35,0.95,406060000,,ASX,1894,-0.24,-0.48,-0.25,-26590000,,,,0,,,0,
RVR,0.26,0.25,,,,-0.01,-0.0385,1/2/17,0.25,0.26,0.25,0.28,0.08,75710000,,ASX,4040689,-0.01,-0.01,0.05,-1420000,400.99,4.91,,0,,4.17,0,
RVY,0.023,0.022,,,,-0.001,-0.04348,1/2/17,0.022,0.022,0.022,0.041,0.019,13050000,,ASX,310000,-0.004,,0.028,-1150000,,0.821,,0,,,0,
RWC,2.9,2.87,,,,-0.03,-0.0103,1/2/17,2.83,2.91,2.87,3.56,2.74,1510000000,,ASX,2272267,-0.01,0.12,0.32,15620000,5.16,9.12,,1.43,23.92,20.5,0,
RWD,0.35,0.36,,,,0.01,0.0286,1/2/17,0.36,0.36,0.36,0.56,0.28,47090000,,ASX,18940,0,,0.25,286011,,1.42,,0,,,0,
RWH,1.5,1.55,,,3/15/2016,0,0,1/2/17,1.5,1.55,1.5,1.55,0.96,154840000,,ASX,5700,0.08,0.12,1.56,37290000,0.95,0.96,18.99,0.81,12.5,11.54,0,
RXH,0.045,0.037,,,,0,0,1/2/17,0.036,0.045,0.045,0.151,0.035,8480000,,ASX,227500,-0.034,-0.03,0.004,-4540000,14.475,11.25,,0,,,0,
RXM,0.061,0.065,,,,0.003,0.04918,1/2/17,0.064,0.066,0.064,0.09,0.043,14110000,,ASX,307498,-0.023,-0.02,0.118,-4850000,,0.517,,0,,,0,
RXP,0.91,0.91,,,3/22/2016,-0.04,-0.044,1/2/17,0.87,0.93,0.87,1.09,0.51,121880000,,ASX,351561,0.08,0.1,0.69,18010000,1,1.32,11.45,0,8.7,7.91,0,
S2R,0.28,0.26,,,,0,0,1/2/17,0.26,0.28,0.28,0.86,0.11,60420000,,ASX,97114,-0.05,-0.03,0.09,-10030000,,3.18,,0,,14,0,
S32,2.75,2.78,0.94,0.02,9/15/2016,0.03,0.0109,1/2/17,2.76,2.82,2.78,3.07,0.94,14790000000,,ASX,17835382,-0.3,0.21,1.77,975000000,2.39,1.55,,1.28,13.24,15.44,0,
SAR,1.06,1.1,,,,0.03,0.0283,1/2/17,1.08,1.1,1.09,1.86,0.7,878760000,,ASX,8852007,0.03,0.1,0.33,73540000,3.09,3.25,34.06,0.12,10.9,9.08,0,
SAS,0.087,0.089,,,,0.006,0.06897,1/2/17,0.087,0.098,0.093,0.12,0.015,9390000,,ASX,11577316,-0.015,,0.005,0,9.088,17.4,,0,,,0,
SBB,0.018,0.017,,,3/25/2014,-0.001,-0.05556,1/2/17,0.015,0.017,0.017,0.034,0.014,8020000,,ASX,2121114,0.01,0.02,0.134,9860000,0.127,0.134,1.7,0,,,0,
SBM,2.32,2.38,,,,0.05,0.0216,1/2/17,2.35,2.4,2.37,3.77,1.34,1170000000,,ASX,4864675,0.33,0.28,0.61,281690000,1.88,3.82,7.25,0.61,8.46,6.77,0,
SBR,0.012,0.015,,,,0.006,0.5,1/2/17,0.012,0.018,0.018,0.019,0.005,4530000,,ASX,2971413,-0.002,0,0.101,-564408,,0.119,,0,,,0,
SCG,4.4,4.39,4.85,0.15,8/12/16,0.02,0.0045,1/2/17,4.37,4.43,4.42,5.42,4.03,23480000000,,ASX,11650455,0.52,0.23,3.44,0,8.35,1.28,8.47,4.61,19.22,18.42,0,
SCI,0.021,0.02,,,,0.003,0.14286,1/2/17,0.019,0.024,0.024,0.13,0.013,3810000,,ASX,815944,-0.018,,0.04,-310856,20.353,0.525,,0,,,0,
SCO,2.7,2.68,,,,-0.13,-0.0481,1/2/17,2.57,2.69,2.57,4.01,2.13,288760000,,ASX,174961,0,0.22,1.45,32220000,3.17,1.86,2570,0,11.68,10.71,0,
SCP,2.17,2.17,,,6/29/2016,0.01,0.0046,1/2/17,2.16,2.18,2.18,2.44,2.06,1600000000,,ASX,2268646,0.25,0.14,1.92,0,8.72,1.13,8.62,3.45,15.57,14.53,0,
SDA,3.59,3.62,,,9/5/16,-0.06,-0.0167,1/2/17,3.47,3.64,3.53,4.54,3.02,429140000,,ASX,460923,0.06,0.12,0.26,33370000,2.21,13.65,59.83,0.95,29.42,17.65,0,
SDF,2.29,2.26,,,9/12/16,-0.02,-0.0087,1/2/17,2.26,2.31,2.27,2.44,1.4,1700000000,,ASX,1325395,0.1,0.12,1.15,126640000,3.44,1.99,23.16,2.26,18.92,17.46,0,
SDG,1.672,1.67,,,9/7/16,0.003,0.00179,1/2/17,1.66,1.675,1.675,1.7,1.35,274410000,,ASX,17545,0.188,0.23,2.223,45670000,1.079,0.752,8.91,0.56,7.283,6.204,0,
SDI,0.755,0.755,,,9/8/16,0,0,1/2/17,0.755,0.765,0.755,1.155,0.445,89740000,,ASX,57940,0.064,0.01,0.537,14260000,1.211,1.406,11.797,0,,,0,
SDL,0.004,0.004,,,,-0.001,-0.25,1/2/17,0.003,0.004,0.003,0.007,0.002,18720000,,ASX,525000,-0.021,-0.01,0.016,-14000000,,0.25,,0,,,0,
SE1,0.35,0.34,,,,0.02,0.0571,1/2/17,0.34,0.37,0.37,0.4,0.33,26640000,,ASX,235000,,,0.03,0,,12.96,,0,,,0,
SEA,0.2,0.17,,,,-0.04,-0.2,1/2/17,0.16,0.17,0.16,0.27,0.06,100100000,,ASX,19981378,-0.23,-0.01,0.35,-40910000,2.02,0.56,,-3.77,,8,0,
SEG,0.002,0.002,,,,0,0,1/2/17,0.002,0.002,0.002,0.006,0.001,6220000,,ASX,260024,0,,0.002,-1190000,6222.14,1,,0,,,0,
SEH,0.1,0.11,,,,0.01,0.1,1/2/17,0.1,0.11,0.11,0.14,0.03,228180000,,ASX,1135481,-0.01,-0.01,0.07,-7330000,,1.39,,-0.02,,,0,
SEK,14.44,14.3,,,9/15/2016,0.03,0.0021,1/2/17,14.29,14.47,14.47,17.16,12.35,4980000000,,ASX,644153,1.02,0.59,3.94,346600000,5.15,3.67,14.23,1.6,24.53,21.28,0,
SEN,0.11,0.11,,,3/7/06,0,0,1/2/17,0.11,0.12,0.11,0.14,0.09,118650000,,ASX,391244,0,0.01,0.02,5270000,6.13,6.47,22,0,11,11,0,
SEQ,0.35,0.38,,,,0,0,1/2/17,0.35,0.38,0.35,0.38,0.1,17080000,,ASX,483974,0.01,,0.19,4620000,0.74,1.85,58.33,0,,,0,
SFC,5.81,5.91,,,9/1/16,0.11,0.0189,1/2/17,5.91,5.92,5.92,6.15,4.71,82910000,,ASX,1000,0.41,,5.04,13380000,0.38,1.15,14.58,0,,,0,
SFG,0.093,0.097,,,,0.005,0.05376,1/2/17,0.093,0.1,0.098,0.13,0.065,201680000,,ASX,362856,-0.027,-0.02,0.029,-21620000,6.101,3.207,,0,,,0,
SFH,0.52,0.55,,,9/10/14,0.02,0.0286,1/2/17,0.54,0.55,0.54,0.7,0.47,103810000,,ASX,60974,-0.01,0.04,0.29,7730000,0.12,1.82,,4.41,13.5,7.71,0,
SFI,0.089,0.09,,,,0.003,0.03371,1/2/17,0.09,0.097,0.092,0.097,0.042,76470000,,ASX,3836053,-0.009,-1,0.013,-6650000,,6.846,,0,,,0,
SFL,0.2,0.2,,,10/27/2015,0,0,1/2/17,0.2,0.21,0.2,0.32,0.16,24960000,,ASX,48503,0.01,,0.13,2760000,2.16,1.56,15.38,0,,,0,
SFR,6.58,6.7,0,0,3/9/16,-0.03,-0.0046,1/2/17,6.53,6.76,6.55,6.86,4.74,1030000000,,ASX,1497091,0.31,0.48,2.4,174050000,2.08,2.74,21.48,0.59,13.65,10.08,0,
SFY,52.96,53,,,,0.28,0.0053,1/2/17,52.82,53.24,53.24,53.24,45,,,ASX,5905,,,0,,,,,0,,,,
SGF,3.42,3.39,,,3/30/2016,-0.08,-0.0234,1/2/17,3.3,3.39,3.34,4.94,3.02,840980000,,ASX,118735,0.19,0.26,0.8,89920000,4.06,4.28,17.86,0,12.85,11.52,0,
SGH,0.25,0.25,,,9/18/2015,0,-0.0196,1/2/17,0.25,0.26,0.25,0.88,0.2,88090000,,ASX,526311,-2.89,-0.09,0.87,-74890000,0.09,0.29,,0,,,0,
SGM,11.19,11.2,2.27,0.21,3/10/16,0.13,0.0116,1/2/17,11.02,11.34,11.32,13.61,6.37,2240000000,,ASX,1599722,-1.07,0.6,9.27,75100000,0.47,1.21,,0.49,18.87,15.94,0,
SGP,4.35,4.34,0,0,6/29/2016,0.04,0.0092,1/2/17,4.31,4.39,4.39,5.11,3.94,10480000000,,ASX,6290896,0.37,0.3,3.88,712000000,4.4,1.12,11.77,2.68,14.63,13.72,0,
SGQ,0.125,0.125,,,,0,0,1/2/17,0.125,0.125,0.125,0.25,0.079,25900000,,ASX,95044,-0.038,,0.005,-6140000,,25,,0,,,0,
SGR,4.77,4.75,,,8/31/2016,-0.01,-0.0021,1/2/17,4.72,4.79,4.76,6.32,4.72,3930000000,,ASX,4021664,0.23,0.29,3.81,469900000,1.74,1.25,20.26,2.25,16.41,15.35,0,
SHJ,0.7,0.69,,,9/9/16,0,-0.0071,1/2/17,0.69,0.7,0.7,1.57,0.47,121210000,,ASX,81516,0.09,0.13,1.1,25570000,0.81,0.64,8.14,0.29,5.38,5,0,
SHK,0.004,0.004,,,,0,0,1/2/17,0.004,0.004,0.004,0.009,0.002,2810000,,ASX,2299717,-0.006,,-0.036,-1540000,482.478,,,0,,,0,
SHL,20.82,20.81,4.1,0.63,9/8/16,0.12,0.0058,1/2/17,20.69,20.96,20.94,24.16,17.05,8690000000,,ASX,798082,1.09,1.08,8.82,815270000,1.72,2.36,19.16,2.94,19.39,17.45,0,
SHM,1.17,1.17,,,3/16/2016,0,0,1/2/17,1.17,1.19,1.17,1.39,0.66,111150000,,ASX,39708,0.14,0.14,0.5,23050000,0.61,2.36,8.42,0,8.36,7.31,0,
SHV,5.59,5.6,,,9/2/16,-0.12,-0.0215,1/2/17,5.42,5.65,5.47,7.85,3.73,398860000,,ASX,762676,0.46,0.41,3.99,54160000,1.42,1.4,11.89,1.46,13.34,12.16,0,
SIE,0.02,0.02,,,,0,0,1/2/17,0.02,0.02,0.02,0.02,0,,,ASX,105600,0,,0,0,,,,0,,,0,
SIO,0.397,0.395,,,8/26/2015,-0.002,-0.00504,1/2/17,0.395,0.395,0.395,0.525,0.145,56830000,,ASX,22,-0.101,0.07,-0.023,-3780000,0.086,,,0.16,5.643,4.938,0,
SIP,1.21,1.19,0,0,9/20/2016,0,-0.0041,1/2/17,1.19,1.22,1.2,1.53,0.72,1180000000,,ASX,1350586,0.05,0.06,0.56,102750000,0.3,2.17,23.08,2.28,20,17.14,0,
SIQ,6.45,6.5,,,3/11/16,-0.17,-0.0264,1/2/17,6.18,6.51,6.28,7.71,3.71,750670000,,ASX,103547,0.25,0.36,0.85,39670000,7.15,7.61,25.43,0.69,17.44,14.6,0,
SIV,9,9,,,9/2/16,-0.04,-0.0044,1/2/17,8.85,9.03,8.96,12.2,7.66,314960000,,ASX,33230,0.69,0.7,3.68,143920000,1.43,2.45,13,1.32,12.8,10.67,0,
SKB,0.58,0.58,,,9/19/2016,0,0,1/2/17,0.58,0.58,0.58,0.68,0.35,229850000,,ASX,1855,0.02,0.02,0.18,12070000,3.93,3.28,29,0,,,0,
SKC,3.64,3.61,6.78,0.18,9/1/16,-0.02,-0.0055,1/2/17,3.6,3.64,3.62,4.88,3.31,2360000000,,ASX,331797,0.18,0.25,1.24,237640000,3.27,2.94,20.45,-70.36,14.48,13.92,0,
SKF,0.08,0.08,,,,-0.005,-0.0625,1/2/17,0.075,0.08,0.075,0.155,0.044,12620000,,ASX,17696,-0.038,-0.01,0.037,-2410000,5.754,2.162,,0,,,0,
SKI,2.34,2.34,5.83,0.11,9/5/16,0.02,0.0085,1/2/17,2.34,2.37,2.36,2.67,1.86,3970000000,,ASX,5754165,0.06,0.1,1.23,261190000,14.45,1.91,37.46,7.67,23.6,21.45,0,
SKS,0.4,0.38,,,,0,0,1/2/17,0.38,0.4,0.4,0.46,0.3,11660000,,ASX,7000,0,,-0.04,-947390,0.76,,200,0,,,0,
SKT,4.47,4.47,,,3/10/16,-0.09,-0.0201,1/2/17,4.34,4.47,4.38,5.11,3.7,1700000000,,ASX,290241,0.27,0.29,2.47,237230000,2.59,1.81,16.04,-1.57,15.1,15.64,0,
SLC,2.48,2.5,,,,-0.08,-0.0323,1/2/17,2.37,2.53,2.4,3.48,1.68,,,ASX,313677,-0.04,-0.02,0,0,,,,0,,,0,
SLF,12.42,12.32,,,,-0.05,-0.004,1/2/17,12.3,12.37,12.37,14.68,11.45,,,ASX,12238,2.71,,0,,,,,0,,,,
SLK,4.6,4.55,,,3/31/2016,0.03,0.0065,1/2/17,4.52,4.63,4.63,4.85,3.63,468340000,,ASX,25219,0.23,0.24,1.35,44080000,2.63,3.4,19.79,2.61,19.29,17.15,0,
SLM,0.61,0.61,,,8/28/2014,0,0,1/2/17,0.61,0.61,0.61,0.65,0.4,97290000,,ASX,1400,-0.05,0.04,0.55,9980000,0.22,1.11,,-2.91,15.25,12.2,0,
SLR,0.67,0.68,,,,-0.005,-0.00746,1/2/17,0.665,0.685,0.665,0.795,0.225,334970000,,ASX,2961710,0.009,0.04,0.372,52790000,1.611,1.801,73.889,-0.15,16.625,6.045,0,
SLX,0.69,0.7,,,,0,0.0072,1/2/17,0.69,0.76,0.7,0.76,0.26,119330000,,ASX,260284,-0.02,-0.01,0.31,-4540000,38.51,2.21,,0,,,0,
SM8,0.15,0.15,,,,0.01,0.0667,1/2/17,0.15,0.16,0.16,0.28,0.14,8810000,,ASX,10000,-0.02,,0.07,-381338,21.76,2.17,,0,,,0,
SMA,0.012,0.012,,,,0,0,1/2/17,0.012,0.013,0.012,0.057,0.011,26590000,,ASX,1316052,-0.001,0,0.002,-2430000,2.283,6,,0,,,0,
SMC,0.36,0.33,,,,-0.03,-0.0833,1/2/17,0.33,0.33,0.33,0.49,0.29,19060000,,ASX,2667,-0.02,,0.37,-860457,2698.11,0.97,,0,,,0,
SMD,0.017,0.018,,,,0.001,0.05882,1/2/17,0.018,0.018,0.018,0.037,0.003,10340000,,ASX,50000,-0.017,0,0.012,-588944,4882.757,1.417,,0,,,0,
SMI,0.04,0.04,,,,0,0,1/2/17,0.04,0.04,0.04,0.08,0.01,10410000,,ASX,723976,-0.01,,0.03,-1410000,,1.33,,0,,,0,
SMM,0.19,0.2,,,,0.04,0.1795,1/2/17,0.2,0.23,0.23,0.23,0.08,50140000,,ASX,89403,-0.01,,0.22,0,664.16,0.88,,0,,,0,
SMN,1.56,1.56,,,,-0.01,-0.0064,1/2/17,1.51,1.57,1.55,2.99,1.2,157810000,,ASX,114512,-0.03,,0.03,0,1308.32,48.75,,0,,,0,
SMP,0.18,0.18,,,,0.005,0.02778,1/2/17,0.18,0.19,0.185,0.215,0.1,31770000,,ASX,6825982,0.002,,0.05,5220000,2.016,3.6,92.5,0,,,0,
SMR,0.49,0.5,,,,0.01,0.0204,1/2/17,0.49,0.51,0.5,0.84,0.12,111250000,,ASX,722484,-0.09,-0.04,0.18,-22700000,8.58,2.78,,0,,,0,
SMX,1.39,1.39,,,10/13/2016,-0.015,-0.01079,1/2/17,1.375,1.395,1.375,2.61,1.1,94240000,,ASX,62821,0.14,0.09,1.888,16490000,0.29,0.736,9.821,-2.7,15.278,12.5,0,
SND,0.6,0.61,,,3/8/16,0.01,0.0167,1/2/17,0.61,0.61,0.61,0.64,0.5,48020000,,ASX,17500,0.04,0.08,0.22,4300000,1.13,2.73,16.94,0,,,0,
SNL,2.09,2.08,,,9/14/2016,-0.04,-0.0191,1/2/17,2.05,2.08,2.05,2.35,1.85,83560000,,ASX,28000,0.12,0.13,0.7,8080000,0.98,2.97,17.23,-18.45,15.77,,0,
SO4,0.61,0.6,,,,-0.02,-0.0248,1/2/17,0.59,0.61,0.59,0.69,0.19,78960000,,ASX,267172,-0.04,-0.05,0.07,-4410000,,8.64,,0,,,0,
SOL,15.6,15.69,,,4/20/2016,-0.01,-0.0006,1/2/17,15.45,15.69,15.59,17.97,14.35,3730000000,,ASX,112156,0.62,0.78,12.7,247020000,4.9,1.23,24.98,3.88,19.99,14.57,0,
SOM,3.58,3.52,,,,-0.14,-0.0391,1/2/17,3.44,3.58,3.44,4.08,2.42,195780000,,ASX,24752,0,-0.02,0.58,1040000,4.62,6.13,1146.67,-0.38,,57.33,0,
SOR,0.1,0.1,,,,0,-0.0476,1/2/17,0.1,0.1,0.1,0.22,0.08,24270000,,ASX,203384,-0.01,,0.03,-1540000,,3.5,,0,,,0,
SP1,0.033,0.033,,,,-0.005,-0.15152,1/2/17,0.028,0.033,0.028,0.195,0.028,30408,,ASX,228105,-6.742,,0.688,-6060000,0.302,0.048,,0,,,0,
SPK,3.43,3.38,,,9/22/2016,-0.07,-0.0204,1/2/17,3.36,3.4,3.36,3.84,2.95,6150000000,,ASX,765779,0.15,0.21,0.67,602030000,2.47,5.13,22.86,3.75,16,15.27,0,
SPL,0.75,0.75,,,3/25/1988,0,-0.0066,1/2/17,0.74,0.76,0.75,0.88,0.54,275330000,,ASX,437312,-0.07,-0.02,0.14,-21740000,59.82,5.59,,0,,75,0,
SPO,0.94,0.94,,,3/17/2016,0.005,0.00532,1/2/17,0.94,0.955,0.945,1.325,0.892,1040000000,,ASX,4902244,0.11,0.1,0.753,294900000,0.325,1.248,8.591,2.1,9.45,8.591,0,
SPQ,0.007,0.008,,,,0.001,0.14286,1/2/17,0.008,0.008,0.008,0.018,0.003,2000000,,ASX,575322,-0.01,,0.01,-390643,,0.7,,0,,,0,
SPX,0.005,0.005,,,,-0.001,-0.2,1/2/17,0.004,0.005,0.004,0.008,0.003,1230000,,ASX,1221200,-0.008,,0.001,-476814,,5,,0,,,0,
SPZ,0.3,0.3,,,,-0.005,-0.01667,1/2/17,0.295,0.3,0.295,0.335,0.193,85660000,,ASX,49954,-0.005,0.01,0.044,1020000,2.739,6.818,,0,29.5,14.75,0,
SRF,0.182,0.185,,,,0.003,0.01648,1/2/17,0.18,0.185,0.185,1.84,0.1,51170000,,ASX,4273788,-0.595,-0.03,0.176,-61290000,0.212,1.034,,0,,,0,
SRG,1.46,1.46,,,9/15/2016,0.01,0.0068,1/2/17,1.46,1.51,1.47,1.88,0.69,92550000,,ASX,10207,0.1,0.16,1.28,15040000,0.52,1.14,15,0,9.19,10.5,0,
SRI,0.016,0.016,,,,0.001,0.0625,1/2/17,0.016,0.017,0.017,0.033,0.014,11980000,,ASX,2158357,-0.007,,0.003,-4580000,135.947,5.333,,0,,,0,
SRO,0.009,0.009,,,,0,0,1/2/17,0.009,0.009,0.009,0.045,0.009,2800000,,ASX,1894857,-0.027,,0.007,-3720000,7.768,1.286,,0,,,0,
SRS,0.025,0.025,,,9/15/2008,0,0,1/2/17,0.025,0.025,0.025,0.038,0.023,16630000,,ASX,19055,0.008,,-0.173,7630000,0.042,,3.125,0,,,0,
SRV,6.3,6.3,,,9/6/16,0.05,0.0079,1/2/17,6.28,6.36,6.35,8.3,6.28,625040000,,ASX,104259,0.4,0.48,2.65,65560000,1.93,2.38,15.72,3.08,13.23,11.34,0,
SRX,14.38,14,2.77,0.31,9/27/2016,-0.16,-0.0111,1/2/17,13.33,14.28,14.22,39.19,12.2,819660000,,ASX,1102359,0.92,0.84,3.38,71030000,3.57,4.26,15.42,2.82,16.93,13.42,0,
SRY,0.048,0.046,,,,-0.002,-0.04167,1/2/17,0.046,0.046,0.046,0.081,0.032,6880000,,ASX,10000,0.01,0.01,0.054,2190000,0.268,0.889,4.6,0,4.6,4.6,0,
SRZ,0.038,0.037,,,,-0.001,-0.02632,1/2/17,0.037,0.037,0.037,0.055,0.012,11110000,,ASX,42000,0,0,0.058,72956,210.274,0.655,,0,,,0,
SSG,0.77,0.77,,,,-0.035,-0.04545,1/2/17,0.735,0.77,0.735,1.23,0.685,91940000,,ASX,179500,0.046,0.07,0.416,11940000,0.903,1.851,15.978,0,10.5,9.188,0,
SSM,1.155,1.15,,,9/14/2016,-0.01,-0.00866,1/2/17,1.12,1.165,1.145,1.28,0.483,411760000,,ASX,1303628,0.051,0.07,0.515,32110000,0.949,2.243,22.451,0,16.357,14.312,0,
SSN,0.005,0.005,,,,0,0,1/2/17,0.004,0.005,0.005,0.008,0.003,16080000,,ASX,3050000,-0.004,0,0.001,-1420000,1.553,5,,0,,,0,
ST1,0.031,0.032,,,,0.004,0.12903,1/2/17,0.032,0.037,0.035,0.039,0.018,29270000,,ASX,6389900,-0.004,,0.004,12876,2.931,7.75,,0,,,0,
STA,0.007,0.008,,,,0,0,1/2/17,0.007,0.008,0.007,0.01,0.004,18000000,,ASX,490374,-0.002,,0.01,-1670000,3768.023,0.7,,0,,,0,
STL,0.037,0.037,,,,0,0,1/2/17,0.036,0.038,0.037,0.046,0.028,21720000,,ASX,518750,-0.004,,0.025,-2320000,5.934,1.48,,0,,,0,
STO,4,4,0,0,2/24/2016,-0.01,-0.0025,1/2/17,3.98,4.03,3.99,5.07,2.69,7080000000,,ASX,4461385,-2.04,0.02,3.59,-658220000,3.02,1.11,,6.73,199.5,28.5,0,
STW,52.51,52.6,,,,0.27,0.0051,1/2/17,52.41,52.8,52.78,52.8,43.89,,,ASX,35496,-1.99,,0,,,,,0,,,,
STX,0.086,0.085,,,,0,0,1/2/17,0.085,0.086,0.086,0.144,0.073,77430000,,ASX,614862,0.005,0,0.046,6190000,51.896,1.87,17.2,0,,8.6,0,
SUL,9.74,9.66,,,9/5/16,-0.07,-0.0072,1/2/17,9.6,9.76,9.67,11.19,7.98,1910000000,,ASX,699795,0.32,0.66,3.73,179300000,0.79,2.61,30.6,1,14.65,12.89,0,
SUM,0.023,0.023,,,,-0.002,-0.08696,1/2/17,0.019,0.023,0.021,0.073,0.019,14930000,,ASX,1156311,-0.077,0.8,-0.016,-3360000,1.134,,,0,,,0,
SUN,13.03,12.98,,,8/12/16,0.15,0.0115,1/2/17,12.98,13.22,13.18,13.95,10.11,16760000000,,ASX,3134504,0.8,0.96,10.67,3240000000,1.08,1.22,16.52,2.46,13.73,13.31,0,
SUNPC,103.1,,,,,-0.1,-0.001,1/2/17,103,103.1,103,105.1,99.73,,,ASX,3843,0.8,,0,,,,,0,,,,
