symbol,previousClose,open,dividendYield,dividendPerShare,exDividendDate,change,changeInPercent,lastTradeDate,daysLow,daysHigh,lastTradePriceOnly,52WeekHigh,52WeekLow,marketCapitalization,sharesOwned,stockExchange,volume,earningsPerShare,epsEstimateCurrentYear,bookValue,ebitda,pricePerSales,pricePerBook,peRatio,pegRatio,pricePerEpsEstimateCurrentYear,pricePerEpsEstimateNextYear,shortRatio,tickerTrend
KSC,1.6,1.56,,,3/18/2016,-0.04,-0.025,1/2/17,1.56,1.6,1.56,1.77,1.15,189070000,,ASX,3313,-0.87,0.06,1.64,40250000,0.28,0.97,,0.63,26,17.33,0,
KSL,1.08,1.08,,,9/2/16,-0.03,-0.0278,1/2/17,1.05,1.08,1.05,1.16,0.85,171980000,,ASX,12040,,0.25,0,0,,,,1.52,4.2,3.62,0,
KSN,0.037,0.036,,,,-0.006,-0.16216,1/2/17,0.029,0.036,0.031,0.044,0.004,20470000,,ASX,10001223,-0.027,,0.004,-295763,,9.25,,0,,,0,
KTE,0.02,0.02,,,,0,0,1/2/17,0.02,0.02,0.02,0.03,0.01,4880000,,ASX,8211,0,,0.01,0,,1.33,,0,,,0,
KYK,0.19,0.18,,,,-0.01,-0.0526,1/2/17,0.18,0.18,0.18,0.31,0.12,6230000,,ASX,10000,,,0.04,-181999,11.72,4.87,,0,,,0,
KZR,0.19,0.18,,,,0,0.027,1/2/17,0.17,0.19,0.19,0.22,0.17,15810000000,,ASX,119251,-0.03,,0.01,288430,3051.46,13.21,,0,,,0,
LAU,0.38,0.37,,,3/17/2016,0,-0.0133,1/2/17,0.37,0.37,0.37,0.54,0.36,107280000,,ASX,333005,0.03,0.04,0.29,36010000,0.33,1.29,13.21,0,,,0,
LBL,0.15,0.16,,,9/8/16,0.01,0.0667,1/2/17,0.16,0.16,0.16,0.17,0,14310000,,ASX,4000,0,,0.07,511919,1.28,2.21,160,0,,,0,
LBT,0.34,0.33,,,,0,0.0149,1/2/17,0.33,0.34,0.34,1.09,0.1,39100000,,ASX,194579,0.03,,0.17,4450000,4.99,2.01,10.97,0,,,0,
LCA,0.62,0.63,,,,0.01,0.0161,1/2/17,0.63,0.63,0.63,0.63,0.63,20230000,,ASX,217251,-0.07,,0.17,-3200000,35.23,3.58,,0,,,0,
LCD,0.035,0.03,,,,-0.007,-0.2,1/2/17,0.027,0.03,0.028,0.062,0.027,2140000,,ASX,815570,-0.018,,-0.009,-322975,,,,0,,,0,
LCM,0.385,0.39,,,9/9/15,0,0,1/2/17,0.385,0.39,0.385,0.59,0.36,26500000,,ASX,27000,-0.555,0.05,0.634,-11810000,0.245,0.607,,22.57,7.7,6.417,0,
LCT,0.11,0.12,,,,0.01,0.0909,1/2/17,0.11,0.13,0.12,0.13,0.05,59580000,,ASX,1570666,-0.01,,0.01,-3340000,76.66,10,,0,,,0,
LEG,0.012,0.012,,,,0,0,1/2/17,0.012,0.012,0.012,0.018,0.007,24410000,,ASX,1893000,-0.001,,0.008,-1830000,206.348,1.5,,0,,,0,
LEP,4.35,4.33,,,6/29/2016,-0.04,-0.0092,1/2/17,4.3,4.38,4.31,4.8,3.74,843760000,,ASX,10357,0.47,0.15,2.53,49440000,15.16,1.72,9.27,11.33,28.73,28.73,0,
LER,0.14,0.14,,,,0.01,0.0345,1/2/17,0.14,0.15,0.15,0.19,0.1,21410000,,ASX,545859,-0.02,-0.01,0.01,-3160000,139.97,12.08,,0,,,0,
LGD,0.225,0.225,,,3/17/2016,0,0,1/2/17,0.225,0.225,0.225,0.245,0.18,49120000,,ASX,20000,0.024,0.01,0.314,11110000,0.413,0.717,9.375,2.15,22.5,7.5,0,
LGR,0.055,0.055,,,,0.003,0.05455,1/2/17,0.055,0.058,0.058,0.135,0.055,4130000,,ASX,746164,-0.04,,0.025,-1640000,,2.2,,0,,,0,
LHB,0.13,0.13,,,,0,0,1/2/17,0.13,0.13,0.13,0.16,0.04,107430000,,ASX,18000,0,,0.03,-2210000,,4.64,,0,,,0,
LHC,2.37,2.34,,,9/1/16,-0.03,-0.0127,1/2/17,2.32,2.38,2.34,3.02,1.25,99540000,,ASX,19754,0.17,0.21,1.02,19180000,0.88,2.32,13.76,0,11.14,10.17,0,
LIC,3.75,3.72,,,9/8/16,-0.08,-0.0213,1/2/17,3.66,3.78,3.67,4,2.36,382450000,,ASX,13794,0.19,0.21,1.26,10600000,5.59,2.98,19.84,2.31,17.48,15.29,0,
LIT,0.17,0.18,,,,0,-0.0286,1/2/17,0.16,0.18,0.17,0.38,0.12,39370000,,ASX,2052094,-0.01,,0.04,-3300000,1415.63,4.07,,0,,,0,
LKE,0.069,0.069,,,,0.004,0.05797,1/2/17,0.069,0.073,0.073,0.085,0.002,7000000,,ASX,25000,0,,0.001,0,,69,,0,,,0,
LKO,0.002,0.002,,,11/27/2014,-0.001,-0.5,1/2/17,0.001,0.002,0.001,0.003,0.001,11870000,,ASX,7290000,-0.004,,0.001,-2050000,341.874,2,,0,,,0,
LLC,14.09,14.05,4.5,0.45,8/24/2016,0.17,0.0121,1/2/17,14,14.26,14.26,14.86,11.48,7890000000,,ASX,1487572,1.2,1.29,10.15,680500000,0.52,1.39,11.87,1,11.05,10.33,0,
LLO,0.77,0.77,,,,0,0,1/2/17,0.77,0.77,0.77,1.08,0.3,78330000,,ASX,1579,-0.03,,0.57,-1270000,,1.34,,0,,,0,
LMG,0.026,0.028,,,,0.002,0.07692,1/2/17,0.028,0.03,0.028,0.038,0.007,34600000,,ASX,1690000,-0.001,,0.005,-1040000,,5.2,,0,,,0,
LMW,0.61,0.64,,,9/15/2016,0,0.0083,1/2/17,0.61,0.64,0.61,0.75,0.5,17180000,,ASX,31750,0.06,,0.28,2560000,0.75,2.2,10.52,0,,,0,
LNG,0.86,0.85,,,,-0.02,-0.0175,1/2/17,0.82,0.85,0.84,1.29,0.46,429210000,,ASX,1272671,-0.23,0,0.16,-122190000,767.79,5.31,,0,,,0,
LNK,7.67,7.65,,,,0.01,0.0013,1/2/17,7.61,7.73,7.68,9,6.95,2760000000,,ASX,817046,0.13,0.33,1.62,132650000,3.56,4.75,60.95,1.39,23.27,19.2,0,
LNU,0.052,0.053,,,,-0.004,-0.07692,1/2/17,0.048,0.053,0.048,0.094,0.036,26990000,,ASX,818560,-0.045,,0.014,-4090000,2025.802,3.714,,0,,,0,
LNY,0.003,0.004,,,,0.001,0.33333,1/2/17,0.004,0.004,0.004,0.006,0.002,12090000,,ASX,6244324,0,,0.003,-673892,9069234,1,,0,,,0,
LOM,0.4,0.4,,,,-0.01,-0.025,1/2/17,0.38,0.4,0.39,0.55,0.28,126000000,,ASX,911508,0.01,0,0.16,-3590000,,2.44,48.75,0,,,0,
LOV,3.86,3.87,,,3/11/16,0.02,0.0052,1/2/17,3.84,3.88,3.88,4.1,1.85,407400000,,ASX,17590,0.16,0.23,0.11,30420000,2.64,36.42,24.71,0.67,16.87,15.52,0,
LPD,0.013,0.013,,,,-0.001,-0.07692,1/2/17,0.012,0.013,0.012,0.013,0.012,,,ASX,7872057,-0.005,,0,0,,,,0,,,0,
LPE,0.021,0.022,,,,0.001,0.04762,1/2/17,0.022,0.022,0.022,0.05,0.018,29860000,,ASX,2321388,-0.01,,0.003,-8650000,16.182,7,,0,,,0,
LPI,0.275,0.29,,,,0.02,0.07273,1/2/17,0.285,0.305,0.295,0.505,0.2,32950000,,ASX,309819,-0.035,,0.067,0,,4.104,,0,,,0,
LRS,0.018,0.018,,,,-0.002,-0.11111,1/2/17,0.016,0.018,0.016,0.024,0.003,19440000,,ASX,30579161,-0.015,,0.002,-9830000,56.413,9,,0,,,0,
LSH,0.33,0.33,,,,0,0,1/2/17,0.32,0.33,0.33,0.44,0.32,24500000,,ASX,244090,,,0,0,,82.5,,0,,,0,
LSR,0.011,0.009,,,,-0.002,-0.18182,1/2/17,0.009,0.009,0.009,0.064,0.008,3480000,,ASX,363284,-0.006,,0.003,-1840000,,3.667,,0,,,0,
LSX,0.4,0.42,,,,0.03,0.075,1/2/17,0.42,0.43,0.43,0.45,0.2,,,ASX,17670,0.1,,0,0,,,,0,,,0,
LTN,0.1,0.1,,,12/23/2008,0,-0.0476,1/2/17,0.1,0.1,0.1,0.14,0.08,88320000,,ASX,170640,0,0,0.1,5810000,2.4,1.09,,0,,,0,
LTR,0.027,0.026,,,,-0.001,-0.03704,1/2/17,0.025,0.026,0.026,0.046,0.012,18190000,,ASX,7728589,-0.009,,0.004,-790746,,6.75,,0,,,0,
LVH,0.39,0.4,,,,0.01,0.0256,1/2/17,0.39,0.4,0.4,0.45,0.1,80000000,,ASX,265358,-0.03,-0.03,0.05,-3270000,251.56,7.09,,0,,,0,
LVT,0.18,0.18,,,,0.005,0.02778,1/2/17,0.18,0.185,0.185,0.3,0.105,63300000,,ASX,44764,-0.041,-0.01,0.027,0,94.97,6.667,,0,,,0,
LWP,0.001,0.001,,,,0,0,1/2/17,0.001,0.001,0.001,0.008,0.001,4560000,,ASX,26571163,-0.002,,0.001,-6800000,,1,,0,,,0,
LYC,0.085,0.085,,,,0.001,0.01176,1/2/17,0.085,0.086,0.086,0.097,0.048,300010000,,ASX,5595292,-0.027,-0.03,0.02,-43700000,1.553,4.25,,0,,,0,
M7T,0.33,0.34,,,,0.02,0.0606,1/2/17,0.34,0.35,0.35,0.8,0.31,32900000,,ASX,11369,-0.28,,0.25,-4900000,16.68,1.32,,0,,,0,
MA1,0.9,0.89,,,,-0.025,-0.02778,1/2/17,0.875,0.89,0.875,1.02,0.87,45910000,,ASX,6687,-0.002,,0.973,0,53.883,0.925,,0,,,0,
MAH,0.155,0.15,0,0,9/6/12,-0.01,-0.06452,1/2/17,0.145,0.15,0.145,0.16,0.085,173390000,,ASX,2219996,0.001,0.01,0.173,25470000,0.534,0.896,145,-1.01,14.5,,0,
MAQ,11.5,11.22,,,3/11/16,-0.28,-0.0243,1/2/17,11.22,11.22,11.22,13.75,8.15,235250000,,ASX,362,0.25,0.16,3.93,24720000,1.19,2.93,45.24,0,,,0,
MAR,0.003,0.002,,,,0,0,1/2/17,0.002,0.003,0.003,0.006,0.002,3400000,,ASX,625450,-0.001,,0.008,-1060000,1467.505,0.375,,0,,,0,
MAT,0.19,0.185,,,,-0.015,-0.07895,1/2/17,0.175,0.185,0.175,0.32,0.12,25230000,,ASX,404969,-0.011,,0.094,-968052,,2.021,,0,,,0,
MAUCA,0.001,0.004,,,,0.003,3,1/2/17,0.004,0.004,0.004,0.007,0.001,566152,,ASX,600000,-0.013,,0.005,-1260000,514.684,0.2,,0,,,0,
MAY,0.021,0.023,,,,0.002,0.09524,1/2/17,0.023,0.025,0.023,0.025,0.023,,,ASX,2748236,-0.013,,0,0,,,,0,,,0,
MBE,0.14,0.14,,,,-0.01,-0.0714,1/2/17,0.13,0.14,0.13,0.4,0.11,56710000,,ASX,1724492,0.01,0.02,0.09,7710000,1.01,1.52,11.82,0,,,0,
MBK,0.028,0.028,,,,0.001,0.03571,1/2/17,0.028,0.03,0.029,0.044,0.003,14780000,,ASX,580512,-0.005,,0.006,-484156,4774.769,4.667,,0,,,0,
MCA,0.058,0.058,,,,0,0,1/2/17,0.057,0.06,0.058,0.06,0.057,20120000000,,ASX,1422013,,,0,0,,,,0,,,0,
MCE,0.49,0.5,,,9/14/2015,0.02,0.0408,1/2/17,0.48,0.51,0.51,0.59,0.32,47810000,,ASX,133750,-0.02,0,1.42,6900000,0.48,0.34,,0,,17,0,
MCP,1.035,1.04,,,10/20/2016,0.02,0.01932,1/2/17,1.04,1.06,1.055,1.25,0.66,109000000,,ASX,217954,0.111,0.14,1.011,20780000,0.342,1.024,9.505,-25.62,7.536,6.594,0,
MCR,0.26,0.27,0,0,2/19/2015,0.01,0.0189,1/2/17,0.26,0.28,0.27,0.48,0.12,50980000,,ASX,272602,-0.22,-0.04,0.13,-11990000,2.7,2.07,,0,,,0,
MCT,0.063,0.063,,,,-0.004,-0.06349,1/2/17,0.059,0.063,0.059,0.102,0.044,26550000,,ASX,880916,-0.008,,0.007,-2580000,3614.12,9,,0,,,0,
MCY,2.96,2.95,,,9/13/2016,-0.01,-0.0034,1/2/17,2.95,2.95,2.95,3.24,2.3,4060000000,,ASX,78,0.08,,1.75,347690000,3.6,1.7,35.12,0,,,0,
MDC,0.8,0.79,,,,0,-0.0063,1/2/17,0.77,0.79,0.79,0.9,0.18,127060000,,ASX,13000,-0.02,0,0.02,-3580000,48.8,49.69,,0,,79,0,
MDL,0.55,0.55,,,,0.02,0.0364,1/2/17,0.53,0.57,0.57,0.62,0.19,59100000,,ASX,39493,-0.41,0.05,2.47,-50010000,,0.22,,-0.39,11.4,4.38,0,
MDR,0.035,0.035,,,,-0.002,-0.05714,1/2/17,0.032,0.035,0.033,0.052,0.026,22670000,,ASX,907556,-0.005,,0.004,-2880000,16.864,8.75,,0,,,0,
MEA,0.75,0.75,,,9/13/2016,0,0,1/2/17,0.75,0.76,0.75,1.76,0.71,100610000,,ASX,141960,0.08,0.09,0.72,18150000,0.83,1.04,9.15,0,8.33,6.82,0,
MEB,0.38,0.38,,,,0,0,1/2/17,0.38,0.38,0.38,0.52,0.19,40400000,,ASX,111895,-0.06,,0.08,-4300000,2183.66,4.69,,0,,,0,
MED,0.018,0.018,,,,0,0,1/2/17,0.018,0.018,0.018,0.035,0.012,8120000,,ASX,6388271,-0.01,,0.015,-1880000,10.26,1.2,,0,,,0,
MEP,0.074,0.075,,,,0.001,0.01351,1/2/17,0.075,0.075,0.075,0.135,0.05,15930000,,ASX,13500,-0.056,0,0.067,-849987,45.894,1.104,,0,,,0,
MEU,0.024,0.025,,,,-0.001,-0.04167,1/2/17,0.023,0.026,0.023,0.031,0.01,9490000,,ASX,2623276,-0.001,,0.01,-406969,,2.4,,0,,,0,
MEZ,2.59,2.52,,,9/29/2016,-0.07,-0.027,1/2/17,2.52,2.52,2.52,3,2.05,6450000000,,ASX,940,0.05,,1.43,446810000,3.85,1.81,48.46,0,,,0,
MFD,1.07,1.07,,,,0.05,0.0467,1/2/17,1.07,1.12,1.12,1.12,1.07,33600000,,ASX,213776,0.03,,0.71,1310000,1.42,1.52,41.48,0,,,0,
MFF,1.83,1.83,,,,0,0,1/2/17,1.83,1.85,1.83,1.96,1.59,,,ASX,70266,-0.02,,0,0,,,,0,,,0,
MFG,23.5,23.43,,,8/17/2016,-0.09,-0.0038,1/2/17,23.14,23.52,23.41,26.05,19.72,3780000000,,ASX,319854,1.15,1.12,2.2,261640000,11.38,10.66,20.27,1.59,20.9,17.47,0,
MGC,0.95,0.95,,,9/5/16,0.03,0.0316,1/2/17,0.94,0.98,0.98,2.52,0.82,200720000,,ASX,258818,0.2,0.06,5.74,117100000,0.07,0.17,4.95,1.3,16.33,10.89,0,
MGE,2.6,2.61,,,,0,0,1/2/17,2.6,2.62,2.6,2.72,2.39,,,ASX,339826,,,0,,,,,0,,,,
MGL,0.042,0.041,,,,-0.001,-0.02381,1/2/17,0.041,0.041,0.041,0.05,0.016,46420000,,ASX,27967,0,,0.03,3380000,0.344,1.4,,0,,,0,
MGR,2.03,2.03,,,6/29/2016,0.01,0.0049,1/2/17,2,2.04,2.04,2.34,1.78,7550000000,,ASX,11366301,0.28,0.14,1.94,708000000,3.08,1.05,7.31,3.29,14.57,13.6,0,
MGT,0.052,0.052,,,,-0.001,-0.01923,1/2/17,0.051,0.052,0.051,0.08,0.015,22350000,,ASX,259246,-0.005,,0.016,-1760000,,3.25,,0,,,0,
MGV,0.071,0.071,,,,0,0,1/2/17,0.071,0.071,0.071,0.13,0.016,12780000,,ASX,82446,-0.05,,0.063,-504226,167.12,1.127,,0,,,0,
MGX,0.38,0.38,,,9/26/2014,0,0,1/2/17,0.38,0.38,0.38,0.4,0.17,414690000,,ASX,1108220,0.08,0.02,0.36,8930000,1.76,1.06,4.81,-0.1,19,38,0,
MHC,0.05,0.04,,,,-0.01,-0.1111,1/2/17,0.04,0.04,0.04,0.05,0.02,5440000,,ASX,244996,0,,0.04,-246522,1565.23,1.07,,0,,,0,
MHG,2.58,2.57,,,,-0.01,-0.0039,1/2/17,2.57,2.57,2.57,2.58,2.2,,,ASX,19455,,,0,,,,,0,,,,
MHI,0.175,0.175,,,1/20/2016,0,0,1/2/17,0.175,0.175,0.175,0.21,0.16,16500000,,ASX,6,0.039,,0.53,4860000,0.204,0.33,4.487,0,,,0,
MHJ,1.28,1.28,,,9/7/16,0.01,0.0117,1/2/17,1.26,1.31,1.3,1.83,1.15,,,ASX,39164,0.05,0.09,0,0,,,,0.81,14.44,13,0,
MIG,0.052,0.05,,,,-0.01,-0.19231,1/2/17,0.042,0.05,0.042,0.88,0.042,12290000,,ASX,1949051,-0.1,-0.04,0.006,-24490000,0.632,8.667,,0,,2.1,0,
MIL,1.51,1.52,,,9/13/2016,0.02,0.0132,1/2/17,1.52,1.53,1.53,2.32,1,70270000,,ASX,8900,0.02,0.17,0.27,13030000,0.44,5.55,63.75,0,9,8.05,0,
MIN,12.29,12.66,3.37,0.31,8/31/2016,0.15,0.0122,1/2/17,12.23,12.7,12.44,13.51,3.63,2320000000,,ASX,1066901,-0.13,0.91,5.3,281450000,1.93,2.32,,-2.38,13.67,12.82,0,
MIR,2.79,2.87,,,,0.06,0.0215,1/2/17,2.85,2.87,2.85,3.12,2.5,445360000,,ASX,15602,0.05,,2.13,0,42.49,1.31,57,0,,,0,
MJP,0.25,0.25,,,,0,0.0196,1/2/17,0.24,0.26,0.26,0.68,0.23,103180000,,ASX,24858,0.02,,0.06,-7940000,2827.14,3.98,13.68,0,,,0,
MLA,0.05,0.051,,,,0.001,0.02,1/2/17,0.051,0.051,0.051,0.06,0.04,6980000,,ASX,9700,-0.032,,0.051,510095,0.551,0.98,,0,,,0,
MLB,1.99,1.97,0,0,9/8/16,-0.04,-0.0201,1/2/17,1.95,1.98,1.95,2.2,1.65,196420000,,ASX,29996,0.07,0.1,1.39,20750000,1.21,1.43,28.26,4.33,19.5,12.19,0,
MLD,1.585,1.585,,,9/2/16,0.05,0.03155,1/2/17,1.575,1.64,1.635,1.95,0.69,380750000,,ASX,190311,0.104,0.13,1.101,93950000,0.856,1.44,15.721,-0.67,12.577,8.605,0,
MLM,0.064,0.061,,,,-0.006,-0.09375,1/2/17,0.056,0.061,0.058,0.071,0.025,13180000,,ASX,735213,-0.032,-0.61,0.022,-2270000,44.961,2.909,,0,,,0,
MLS,0.011,0.012,,,,0.001,0.09091,1/2/17,0.012,0.013,0.012,0.016,0.001,9840000,,ASX,7019934,0,,0.007,-141900,,1.571,,0,,,0,
MLT,4.46,4.45,,,,-0.01,-0.0022,1/2/17,4.44,4.49,4.45,4.57,4.13,2900000000,,ASX,55609,0.19,0.08,3.97,123940000,22.77,1.12,24.05,0,,,0,
MLX,0.8,0.82,0,0,8/31/2015,-0.02,-0.025,1/2/17,0.76,0.83,0.78,1.93,0.52,374150000,,ASX,1652987,-0.05,0.06,0.82,60390000,1.09,0.97,,0,13,6.5,0,
MMI,0.16,0.16,,,,-0.005,-0.03125,1/2/17,0.155,0.16,0.155,0.16,0.045,65190000,,ASX,79485,-0.018,-0.01,0.039,-3280000,480.653,4.103,,0,,,0,
MMJ,0.27,0.28,,,,0.04,0.1481,1/2/17,0.26,0.31,0.31,0.36,0.17,37380000,,ASX,5869377,-0.11,0.03,0.11,-6360000,127.68,2.39,,0,,,0,
MML,0.4,0.41,0,0,9/10/12,0,0,1/2/17,0.4,0.42,0.4,0.92,0.37,83120000,,ASX,322318,0.21,0.2,1.13,69370000,0.65,0.35,1.93,-0.32,2,1.6,0,
MMR,0.024,0.024,,,,0,0,1/2/17,0.024,0.024,0.024,0.057,0.012,4800000,,ASX,2778,-0.006,,0.081,-1330000,200.167,0.296,,0,,,0,
MMS,10.48,10.41,,,3/31/2016,-0.03,-0.0029,1/2/17,10.24,10.56,10.45,15.54,9.6,869380000,,ASX,381676,0.99,1.03,4.45,222070000,1.73,2.35,10.56,2.23,10.15,9.59,0,
MNB,0.007,0.007,,,,0,0,1/2/17,0.007,0.007,0.007,0.01,0.001,14510000,,ASX,398800,-0.001,,0.008,-1500000,1457.751,0.875,,0,,,0,
MNC,0.078,0.08,,,,0.009,0.11538,1/2/17,0.078,0.087,0.087,0.3,0.002,6750000,,ASX,979181,-0.81,-0.19,2.186,-4890000,1361.376,0.036,,0,,,0,
MND,10.39,10.35,,,3/8/16,0.19,0.0183,1/2/17,10.35,10.62,10.58,11.92,5.62,991380000,,ASX,233062,0.72,0.59,3.94,113020000,0.71,2.64,14.74,-1.48,17.93,19.24,0,
MNE,0.02,0.02,,,,0,0,1/2/17,0.02,0.02,0.02,0.4,0.01,2710000,,ASX,418200,-0.01,,0.02,-1020000,,1.11,,0,,,0,
MNF,4.55,4.6,,,9/2/16,0.3,0.0659,1/2/17,4.6,4.9,4.85,5.03,3.2,327390000,,ASX,79822,0.13,0.19,0.58,16370000,1.91,7.87,36.19,0,25.53,21.09,0,
MNM,0.008,0.008,,,,0.001,0.125,1/2/17,0.008,0.009,0.009,0.025,0.007,10230000,,ASX,900174,-0.005,,0.008,-1950000,,1,,0,,,0,
MNS,0.73,0.745,,,,-0.025,-0.03425,1/2/17,0.69,0.745,0.705,1.12,0.28,302160000,,ASX,1155622,-0.034,-0.02,0.016,-13450000,35793.469,45.625,,0,,,0,
MNW,0.087,0.087,,,,-0.009,-0.10345,1/2/17,0.078,0.09,0.078,0.13,0.054,44330000,,ASX,1211404,-0.013,-0.01,-0.002,-5280000,9.889,,,0,,,0,
MNY,1.72,1.72,,,3/17/2016,-0.015,-0.00872,1/2/17,1.7,1.75,1.705,1.95,0.865,259980000,,ASX,168189,0.121,0.16,1.026,37780000,2.713,1.676,14.091,0,10.656,8.974,0,
MOC,2.45,2.41,,,8/31/2016,-0.02,-0.0082,1/2/17,2.39,2.45,2.43,2.49,1.63,300280000,,ASX,121328,0.16,0.17,0.83,27930000,1.56,2.96,15.48,6.5,14.29,13.5,0,
MOD,0.038,0.039,,,,0,0,1/2/17,0.038,0.039,0.038,0.062,0.003,48750000,,ASX,1269849,-0.002,,0.008,-1100000,,4.75,,0,,,0,
MOT,0.035,0.033,,,,-0.002,-0.05714,1/2/17,0.033,0.033,0.033,0.1,0.028,2160000,,ASX,10000,-0.032,,0.004,-1310000,381.255,8.75,,0,,,0,
MOX,0.01,0.01,,,,0,0,1/2/17,0.01,0.01,0.01,0.03,0.01,3040000,,ASX,300000,0,,0,-430694,61.79,5,,0,,,0,
MOY,0.29,0.31,,,,0,0,1/2/17,0.29,0.31,0.29,0.41,0.05,219440000,,ASX,2488657,0.05,0.04,0.08,49740000,1.44,3.49,5.37,0,7.25,5.8,0,
MP1,2.4,2.42,,,,-0.01,-0.0042,1/2/17,2.37,2.44,2.39,3.8,1.55,167300000,,ASX,357015,-0.39,-0.16,0.25,-20870000,57.48,9.8,,0,,,0,
MPL,2.7,2.7,,,9/6/16,0,0,1/2/17,2.68,2.72,2.7,3.32,2.36,7440000000,,ASX,7090145,0.15,,0.57,572800000,1.09,4.71,17.76,0,,,0,
MPO,0.14,0.135,,,,-0.005,-0.03571,1/2/17,0.135,0.135,0.135,0.17,0.115,33620000,,ASX,43000,0.004,0.02,0.236,0,,0.593,33.75,0,,,0,
MPP,1.87,1.795,,,1/6/17,-0.075,-0.04011,1/2/17,1.795,1.795,1.795,2.12,1.12,334300000,,ASX,383,0.082,,0.593,29440000,2.295,3.153,21.89,0,,,0,
MQA,5.02,4.98,3.8,0.14,9/21/2016,0.04,0.008,1/2/17,4.98,5.16,5.06,6,4.05,2620000000,,ASX,1513756,0.19,0.15,1.66,0,652.54,3.02,26.49,1.12,33.73,21.08,0,
MQG,84.6,83.81,5.43,3.4,11/8/16,0.04,0.0005,1/2/17,83.58,84.78,84.64,89.49,58.28,27130000000,,ASX,598806,5.95,6.16,46.55,0,2.66,1.82,14.22,2.43,13.74,13.22,0,
MRD,0.009,0.009,,,,0,0,1/2/17,0.009,0.009,0.009,0.026,0.006,9530000,,ASX,256000,-0.002,,0.002,-2860000,514.851,4.5,,0,,,0,
MRG,1.25,1.24,,,,0.05,0.04,1/2/17,1.24,1.3,1.3,1.37,1.24,113210000,,ASX,247646,0.03,,0.34,7200000,7.83,3.65,43.33,0,,,0,
MRM,0.28,0.28,0,0,9/4/15,-0.005,-0.01786,1/2/17,0.275,0.285,0.275,0.51,0.265,102600000,,ASX,321697,-0.386,-0.12,1.7,74550000,0.217,0.165,,0.23,,,0,
MRP,0.089,0.09,,,,-0.006,-0.06742,1/2/17,0.083,0.09,0.083,0.125,0.071,26320000,,ASX,25992,-0.021,,0.082,-2820000,191.572,1.085,,0,,,0,
MRQ,0.015,0.015,,,,0,0,1/2/17,0.014,0.015,0.015,0.055,0.004,2030000,,ASX,3168375,-0.012,,0.026,-618282,547.706,0.577,,0,,,0,
MSB,1.61,1.61,,,,-0.01,-0.0062,1/2/17,1.57,1.63,1.6,3.03,1.01,604520000,,ASX,403299,-0.03,-0.22,1.35,-61030000,17.17,1.19,,21.38,,,0,
MSG,0.027,0.027,,,,0,0,1/2/17,0.027,0.027,0.027,0.067,0.021,5440000,,ASX,118845,-0.044,,0.009,-1220000,0.46,3,,0,,,0,
MSM,0.23,0.22,,,,-0.01,-0.0435,1/2/17,0.22,0.22,0.22,0.4,0.08,66950000,,ASX,11363,-0.05,,0.01,0,,15.33,,0,,,0,
MSP,0.026,0.025,,,,0,0,1/2/17,0.025,0.026,0.026,0.043,0.016,10670000,,ASX,678492,-0.003,,0.022,-1360000,2.432,1.182,,0,,,0,
MSR,0.005,0.005,,,,0,0,1/2/17,0.004,0.006,0.005,0.006,0.001,10610000,,ASX,24591210,-0.019,,0.006,-1800000,353.682,0.833,,0,,,0,
MSV,0.034,0.033,,,3/30/2012,-0.002,-0.05882,1/2/17,0.032,0.033,0.032,0.046,0.013,47250000,,ASX,619586,-0.004,0,0.013,553677,1.523,2.615,,0,,,0,
MTH,0.005,0.005,,,,0,0,1/2/17,0.005,0.005,0.005,0.02,0.004,2830000,,ASX,200000,-0.006,,0.003,-452069,63.412,1.667,,0,,,0,
MTL,0.024,0.024,,,,-0.005,-0.20833,1/2/17,0.019,0.024,0.019,0.085,0.019,3160000,,ASX,351641,-0.027,,0.019,-3340000,33.893,1.263,,0,,,0,
MTM,0.25,0.235,,,,-0.015,-0.06,1/2/17,0.235,0.235,0.235,0.35,0.215,31690000,,ASX,5677,-0.026,,0.173,-3130000,2.072,1.445,,0,,,0,
MTO,3.99,4.09,,,,0.1,0.0251,1/2/17,4.09,4.09,4.09,4.38,2.5,155220000,,ASX,23,0.19,0.23,0.93,10890000,0.77,4.3,21.87,0.81,17.78,16.36,0,
MTR,2.71,2.71,,,8/25/2016,0.14,0.0517,1/2/17,2.69,2.87,2.85,4.95,2.69,845740000,,ASX,2950477,0.14,0.18,1.56,89820000,1.33,1.74,20.8,2.14,15.83,14.25,0,
MTS,2.11,2.07,0,0,12/4/14,0.03,0.0142,1/2/17,2.07,2.14,2.14,2.38,1.55,2000000000,,ASX,4643512,0.18,0.19,1.63,190000000,0.15,1.29,11.82,3.98,11.26,10.19,0,
MUA,0.82,0.81,,,,-0.025,-0.03049,1/2/17,0.795,0.82,0.795,1.25,0.77,166010000,,ASX,138739,0.026,0.05,0.181,11050000,6.78,4.53,30.577,0,15.9,11.357,0,
MUS,0.06,0.059,,,,-0.004,-0.06667,1/2/17,0.056,0.06,0.056,0.12,0.02,18130000,,ASX,16261617,-0.082,,0.092,-3860000,,0.652,,0,,,0,
MVA,19.36,19.25,,,,-0.03,-0.0015,1/2/17,19.25,19.33,19.33,22.98,18.24,,,ASX,1622,,,0,,,,,0,,,,
